title,summary,contents
"Covid: Protests in Canada and France, and end of self-isolation a 'step too far'",Five things you need to know about the coronavirus pandemic this Sunday morning.,Covid: Protests in Canada and France and end of self-isolation a step too far Published 13 February Share Related Topics Coronavirus pandemic Here are five things you need to know about the coronavirus pandemic this Sunday. Well have another update for you tomorrow morning. 1. Police try to clear Canada bridge blockade Following days of protests by truckers against Canadas coronavirus rules police have started to clear a blockade of a main crossing to the United States. Truckers have been blocking the Ambassador Bridge which is a vital trade route linking Windsor Ontario with Detroit Michigan. Protesters oppose Covid vaccine mandates with gatherings at other border crossings and in Ottawa. Here we look at whether Canadian PM Justin Trudeau is losing his fight against the truckers. IMAGE SOURCE REUTERS Image caption Protesters tried to argue with police 2. Hundreds fined and tear gas fired at Paris protest There have also been protests in Europe with the self-styled Canadian Freedom Convoy inspiring groups in France. Police have intercepted hundreds of vehicles trying to enter Paris. Tear gas was fired in the capital as demonstrators protested against the country\s coronavirus regulations defying an order banning the convoy. More than 300 tickets were handed out and 54 people arrested Interior Minister Gérald Darmanin said. More than 7000 officers are being deployed over the next three days to try to stop the demonstrators. Media caption Watch police in Paris fire tear gas at demonstrators protesting against Frances Covid measures. 3. Removing self-isolation would be a step too far An expert has warned against removing coronavirus self-isolation rules saying it would be a step too far and would risk undoing progress in tackling the virus. Jillian Evans head of health intelligence at NHS Grampian urged a slow and cautious move out of the existing restrictions. Under the current rules in Scotland anyone who tests positive must self-isolate for at least five full days. Prime Minister Boris Johnson has said that could end in England this month. Read more about how Scottish isolation rules differ from England. IMAGE SOURCE GETTY IMAGES 4. Friendship helped us through loss in the pandemic I just remember her as being such fun and always laughing and always there for everybody. It was a tragedy losing her so young says Marcelle Orsi. She and a group of former convent school pupils have created a project in memory of their friend Sonia Kinsella who died of cancer. The women - many of whom are key workers - spent months putting together a play about female solidarity and friendship. Media caption Friendship helped us through loss in the pandemic 5. New Zealand plays Barry Manilow to repel protesters Barry Manilow songs on repeat could be magic for many. But not in New Zealand where authorities have instead used the singers greatest hits to drive people away. In an attempt to dispel protestors camped outside the parliament building songs by the US singer are being played on a 15-minute loop along with the Spanish dance tune Macarena. The protests opposing Covid-19 vaccine mandates began on Tuesday. Demonstrators have retaliated by playing songs such as Twisted Sisters Were Not Gonna Take It. IMAGE SOURCE GETTY IMAGES Image caption Protesters responded to the music with their own including Twisted Sisters Were Not Gonna Take It Get a longer daily news briefing from the BBC in your inbox each weekday morning by signing up here. And theres more... If youre heading for a half term break in the UK here are the Covid rules in each nation. You can find more information advice and guides on our coronavirus page. IMAGE SOURCE BBC What questions do you have about coronavirus? In some cases your question will be published displaying your name age and location as you provide it unless you state otherwise. Your contact details will never be published. Please ensure you have read our terms & conditions and privacy policy. Use this form to ask your question: 0/140 Your contact info Well be in touch if we look into your question. I accept the Terms of Service Submit The BBC retains the right to select from these contributions based on editorial requirements and subject to online terms and conditions and BBC editorial guidelines. For more information about how the BBC handles your personal data see here. Made with Hearken | Terms of Service | Privacy Policy If you are reading this page and cant see the form you will need to visit the mobile version of the BBC website to submit your question or send them via email to YourQuestions@bbc.co.uk. Please include your name age and location with any question you send in. EVIL OR GENIUS?: The rocket scientist who first put man on the moon DESERT ISLAND DISCS : Pointless star Richard Osman on his love of Queen Latifah Related Topics Coronavirus pandemic]
"Six Nations LIVE: France v Italy score, commentary & updates",France have to fight hard to beat Italy in their opening Six Nations game in Paris - reaction.,]
The Real Story: France's place in the world,Is President Macron's more assertive foreign policy good for his country?,Unknown
France migrants: Coastguard rescues 36 from North Sea,The people saved near the port of Dunkirk are believed to have been attempting to get to the UK.,France migrants: Coastguard rescues 36 from North Sea Published 10 February Share Related Topics Europe migrant crisis IMAGE SOURCE REUTERS Image caption Last year a record number of migrants - like this group seen in an archive picture - crossed from France to the UK Frances Coastguard has saved 36 people after their boat ran into difficulty off the north coast officials say. It said a patrol boat picked up the shipwrecked people in the North Sea off Leffrinckoucke close to the Belgian border and took them to the port of Dunkirk on Thursday morning. Those rescued are believed to be migrants trying to get to the UK. Last November 27 people headed for the UK drowned in the English Channel near Calais after their boat sank. The International Organization for Migration says it was the biggest single loss of life in the Channel since it began collecting data in 2014. Channel migrant deaths: What do we know so far? What happens to migrants who reach the UK? UK Prime Minister Boris Johnson has pledged to leave no stone unturned to stop human trafficking gangs. The UK and France have agreed to step up joint efforts to prevent such crossings and stop the gangs putting peoples lives at risk. Last year more than 25700 people made the dangerous journey to the UK in small boats - more than three times the 2020 total. The maritime sector between the UK and France is one of the busiest areas in the world for shipping and has claimed many lives of people trying to cross to Britain in inflatable dinghies. Media caption BBC Newsnight: Lewis Goodall reports from Dunkirks new migrant camp.]
Under-20 Six Nations LIVE: Watch France v Italy plus score,Watch live coverage as France host Italy in the Under-20 Six Nations.,]
Six Nations 2022: Johnny Sexton says France v Ireland in 2020 taught him a lot,Ireland captain Johnny Sexton says the 2020 Six Nations defeat by France in Paris and his reaction to being replaced taught him many lessons.,]
BBC Radio Scotland Rugby Podcast: France end Scotland's championship hopes with six-try win,France end Scotland's Six Nations championship hopes with an emphatic six-try win,Unknown
HARDtalk: Marine Le Pen: France's future president?,Stephen Sackur speaks to the longtime leader of the French far right,Unknown
Under-20s Six Nations Rugby: 2022: Scotland v France,"Scotland, who have lost their opening two games, host France in the Under-20 Six Nations.",Unknown
Sportsound Rugby: Scotland v France,Live commentary as Scotland take on France in the Six Nations.,Unknown
Mark Cavendish: The Tour de France comeback for 'cycling's greatest sprinter',Mark Cavendish's enthralling comeback at last summer's Tour de France brought him level with a cycling legend. Will he be back this year?,Unknown
Six Nations 2022: Wales v France,Live Six Nations commentary of Wales v France.,Unknown
World Cup qualifying: Wales to host France at Parc y Scarlets,"Wales' women will host France at Parc y Scarlets, Llanelli for their important World Cup qualifier on Friday, 8 April.",Unknown
Stolen Roman statue returned to France after 50 years,The statue of the god Bacchus is traced by a Dutch art detective and returned to a French museum.,Stolen Roman statue returned to France after 50 years By Paul Kirby BBC News Published 2 February Share IMAGE SOURCE ARTHUR BRAND Image caption Museum director Catherine Monnet was visibly moved when Arthur Brand handed back the statue Almost half a century after it was stolen a Roman statue of the god Bacchus has been handed back to the French museum where it was displayed. The 1st Century bronze of Bacchus as a child was taken by thieves in December 1973 along with 5000 Roman coins. Art detective Arthur Brand traced the statue to the museum when a client was offered it by an Austrian collector. Fifty years after a theft it\s unheard of that something comes back - normally it\s been destroyed he told the BBC. The 40cm-high (15.7in) statue was dug up on the site of the Gallo-Roman village of Vertillum in eastern France in 1894 and years later featured in a Paris exhibition of Frances finest art pieces. IMAGE SOURCE ARTHUR BRAND Image caption The statue was stolen in December 1973 When Mr Brand handed the statue back to the Musée du Pays Châtillonnais this week director Catherine Monnet said she realised how much more beautiful it was than the copy that had been put on display. The Dutch art sleuth who has built a reputation for tracking down stolen masterpieces around the world said the museum was flabbergasted when he told them he had traced their missing statue. Who is art detective Arthur Brand? Dutch masterpiece stolen for third time He described how he had been contacted by a client who wanted to know more about the statue after he was offered it by an Austrian collector who had bought it legally and in good faith. There were no databases in 1973 but Mr Brand eventually found a reference to it in an archaeology magazine dating back to 1927 and French police then found their report from the time of the theft. I contacted the collector. He didn\t want to have a stolen piece in his collection so he wanted to give it back but French law dictates that a small amount has to be paid for safekeeping. That small amount in relation to the statues value is still a considerable sum of money. While half was paid by the local authority in Chatillon the rest was provided by an auction house specialising in ancient art in the English port town of Harwich. The piece belongs in the museum so it\s only right people can get together and make that happen said Aaron Hammond of Timeline Auctions. According to Mr Brand the museum director cried tears of joy when she saw the statue: I thought she was going to drop it she was so nervous. You may also be interested in: Media caption Metal detecting teens top tips to find treasure]
Ousmane Dembele: France forward 'won't give in to blackmail' as Barcelona tell him to leave,"Ousmane Dembele says he will ""not give in to blackmail"" after Barcelona told the France forward must leave in the January transfer window.",]
Hairy Bikers' Bakeation: Series 1 (Shortened Versions): France,"The Hairy Bikers continue their epic 5,000-mile bakeation with a visit to Lyon.",Unknown
Heineken Champions Cup & Challenge Cup: British teams can travel to France,British teams can travel to France for European rugby fixtures this weekend without quarantining after the French government relaxes travel restrictions.,Unknown
Covid-19: France to relax travel rules from the UK,"Vaccinated travellers will no longer need a compelling reason to enter France, or have to isolate.",Covid-19: France to relax travel rules from the UK Published 13 January Share Related Topics Coronavirus pandemic IMAGE SOURCE REUTERS France will relax its restrictions for those travelling from the UK from Friday the government has announced. Vaccinated travellers will no longer need a compelling reason to enter France and will not have to self-isolate when they arrive. But a negative Covid test taken 24 hours before leaving the UK will still be required for all those arriving. Travel companies welcomed the news - with Jet2 reporting a sharp spike in flight bookings to ski destinations. French holiday bookings surge after rule change France brought in the restrictions on 18 December in an attempt to slow the spread of the Omicron variant. People who are not vaccinated will still need a compelling reason to enter France and must still isolate for 10 days upon arrival. The country is battling a surge in Covid-19 infections. On Thursday there were a record 368 817 new cases and 341 deaths according to Johns Hopkins University. How can I tell I have Omicron? What tests do I need to go on holiday? Half of Europe will catch Omicron - WHO Both holidaymakers and the travel industry have welcomed the change. Melissa Hamblett from Gloucester has had to reschedule a trip to Disneyland for their son Maxs birthday five times since they originally booked in 2020. Our son doesn\t know the update yet he\s at school right now she said. He\s going to be so happy. She said it has been really disappointing having to keep rescheduling. I was convinced it] would be happening again. I got bored of getting my hopes up. IMAGE SOURCE MELISSA HAMBLETT Image caption We\ve got a countdown chalkboard in our kitchen says big Disney fan Melissa Hamblett Eurostar welcomed the change and said it would increase the number of its services in the coming weeks while Brittany Ferries called it a great relief. I can only hope that we have seen the last border closure of the Covid crisis said Christophe Mathieu boss of the ferry company. Thousands of Brittany Ferries passengers have been disrupted and millions of pounds in income has been lost as a consequence of draconian measures like border closures. Around 17 million British nationals visit France every year - and ABTA which represents travel firms said it was one of the most popular destinations for UK holidaymakers. Thousands of people head there for ski breaks at this time of year so this will be a huge relief for customers with holidays booked there for the next few weeks who have been waiting anxiously for news said ABTA. We are still waiting for more details from the French government on entry requirements such as the rules that will apply for children. Travellers should continue to monitor the Foreign Office travel advice. Jet2 announced it was resuming flights to French ski destinations with its boss adding: This is the positive news that skiers and snowboarders have been looking forward to and the spike in bookings for ski flights has been both sharp and immediate. Image caption Britons accounted for one in four tourists in Chamonix before the Covid pandemic France tightened its restrictions earlier this month making remote working compulsory for those who can and limiting public gatherings for indoor events. Eating and drinking on long distance transport is banned cafés and bars can provide table service only and nightclubs are closed. On Thursday the French Senate approved a controversial pass which requires people to be fully vaccinated to visit a range of spaces including bars and restaurants. It also removes the option of showing a negative test to get in. Thousands protested against the pass on Saturday with many angry at President Emmanuel Macron who has said he wants to piss off unvaccinated citizens. In total 12.6 million people have been infected in France and more than 127000 have died. You may be interested in watching: Media caption My parents won\t let me get the Covid vaccine]
Africa Today: France announces its troops will leave Mali,France says growing hostility from Mali's military-led government forced the withdrawal,Unknown
France to host 2025 Rugby League World Cup,"France will host the 2025 Rugby League World Cup, 71 years after hosting the first tournament in 1954.",Unknown
English clubs wait on quarantine waiver before committing to European fixtures in France,English clubs hope to get dispensation on quarantine rules before they commit to playing fixtures in France this weekend.,Unknown
Six Nations Rugby: 2022: Scotland v France,Gabby Logan presents live coverage from Murrayfield as Scotland face France.,Unknown
Under-20s Six Nations Rugby: 2022: France v Ireland,Full coverage as Ireland travel to France in the Under-20s Six Nations.,Unknown
Under-20s Six Nations Rugby: 2022: France v Italy,Full coverage of the U20s Six Nations match between France and Italy.,Unknown
France says it will host 2025 Rugby League World Cup,"France will host the 2025 Rugby League World Cup, according to the French Rugby League Federation.",Unknown
Rugby Breakfast Show: Six Nations - Scotland v France,"Live from Edinburgh kick off the weekend with a full breakfast of rugby, comedy and music.",Unknown
Covid: France suspends transit ban for UK nationals during Christmas period,EU-based Brits trying to get home will be allowed to cross France during the Christmas period.,Covid: France suspends transit ban for UK nationals during Christmas period Published 31 December 2021 Share Related Topics Coronavirus pandemic IMAGE SOURCE GETTY IMAGES UK nationals will be allowed to travel through France if they are going to their home in an EU country during the festive period. France suspended its Covid restriction after UK travellers faced difficulties reaching their country of residence. Eurotunnel which had earlier issued warnings to customers said it was delighted by the move. People from the UK are still largely banned from going to France unless they have a compelling reason. France travel ban on UK tourists takes effect What tests do I need to go on holiday? Earlier this month French ministers tightened travel rules for the UK citing concerns about the spread of the Omicron variant. Since 18 December British citizens have needed an essential reason to travel to France with some exemptions in place. It had been thought that exemptions covered those crossing France in order to get to their home in another EU country. However on Wednesday both P&O and Eurotunnel said the French government had issued new rules meaning British people could no longer transit France by road to reach their country of residence in the EU unless they hold French residency. The British government said it was urgently seeking clarification about any new restrictions that would affect UK nationals. In response the French government insisted that UK nationals who reside in another EU country are deemed to be third country nationals and are therefore not allowed to cross France to get home under the current Covid rules. However it noted that a large number of British nationals residing in an EU country have travelled in good faith to the UK for the festive season and are experiencing difficulties in reaching their country of residence. Faced with this situation instructions of tolerance have been sent to police officers at the borders with the United Kingdom in order to allow these nationals to transit through France to reach their residence in a country of the European Union. The French Ministry of the Interior added that unlike UK citizens EU nationals coming from the UK to their residence in the EU were not impacted by the transit ban and were free to travel through France. Eurotunnel the company which runs vehicle-carrying trains between Dover and Calais said it was delighted that the French government has responded positively to its requests for flexibility in travel rules. On Twitter the company said the flexibility for passengers would be subject to their initial] journey to the UK being completed before 28 Dec 2021. A UK government spokesperson said: British nationals who are currently in the UK but resident in the EU will be able to return to their home through France over the New Year period without disruption. We remain in close contact with the French authorities and will update our own travel advice with the latest information. The confusion over travel rules comes as France is experiencing record numbers of infections. Meanwhile Germany has said it will lift a ban on UK tourists entering the country from midnight local time on 4 January. Those who are fully vaccinated or have an important reason for travel will be allowed to enter the country when the ban put in place earlier this month is overturned. Transport Secretary Grant Shapps said it was a welcome development.]
Six Nations 2022: Scotland v France,Live rugby union commentary of Scotland v France in the Six Nations.,Unknown
Covid: Schools in France close as unions say 75% of teachers strike,Unions say 75% of teachers have walked out as they complain about Covid safety and testing rules.,Covid: Schools in France close as unions say 75% of teachers strike Published 13 January Share Related Topics Coronavirus pandemic IMAGE SOURCE REUTERS Image caption Protests were held in cities across France as teachers vented their anger at the governments Covid policies Schools have shut across France as teachers stage a mass strike in protest against the governments handling of the coronavirus crisis. French ministers have made keeping schools open a priority despite a recent surge in Covid-19 cases fuelled by the Omicron variant. Teachers say Covid rules in school are confusing and constantly changing.. The government said almost 40% of primary teachers and 24% of secondary teachers had walked out on Thursday. But those figures were well below estimates by unions which said they expected about 75% of primary teachers to go on strike. The top Snuipp-FSU union said it expected one in two primary schools to close on Thursday in a historical mobilisation of teachers on a scale not seen in decades. The nationwide strike was organised by 11 unions representing teachers parents and other school staff. In cities across France on Thursday teachers took to the streets to vent their anger at the governments Covid policies. We had reached such a level of exasperation tiredness and anger that we didn\t have any other option but to organise a strike to send a strong message to the government said Elisabeth Allain-Moreno national secretary of the SE-UNSA teachers union. Some parents said they sympathised with and held no grudge against teachers who had walked off the job. Outside a school in north-east Paris one parent Akim Aouchiche told the AFP news agency that classes are too big they don\t get paid enough their working conditions aren\t the best. IMAGE SOURCE REUTERS Image caption French teachers walked out en masse in protest against Covid safety and testing rules in schools The unions said the government and the education minister Jean-Michel Blanquer were to blame for what they called a chaotic situation in schools. The main trigger for the strike was Frances health protocol which has been changed a number of times since December. Under rules announced on 2 January a day before the start of the new school year students exposed to a Covid case were required to take an antigen or PCR test and then self-test two and then four days later to continue classes in person. As coronavirus infections surged the rule change caused massive pressure on testing capacity with long queues seen outside pharmacies. In response to this huge demand the government this week eased rules on Covid checks for students. On Monday French Prime Minister Jean Castex said students will be allowed to do self-tests instead of a PCR if one of their classmates tested positive. IMAGE SOURCE GETTY IMAGES Image caption Prime Minister Jean Castex eased the testing rules for school children on Monday this week But the relaxation has caused concerns for the safety of teachers as France reported a record 368149 new coronavirus cases on Tuesday. The unions say they the governments lack of communication frequent changes to testing and insufficient protection against Covid has left them unable to teach properly. But the government has defended its policies which it says are necessary to keep schools open. I know it\s tough but a strike does not solve problems. One does not strike against a virus the education minister Mr Blanquer told BFM TV. The strike comes at a politically awkward time for French President Emmanuel Macron who is expected to seek a second term in an April election. His rivals have capitalised on the strike to criticise Mr Macron. I feel the enormous pain both of the school community and especially of parents conservative candidate Valerie Pecresse told French TV. You may also be interested in: Media caption Experts answer your questions about the Omicron variant]
Newshour: France and partners pull out of Mali,"Europeans and Canadians end anti- jihadi effort in Mali, citing obstruction by junta",Unknown
Covid: England to cut self-isolation and France relaxes UK travel restrictions,Five things you need to know about the coronavirus pandemic this Thursday evening.,Covid: England to cut self-isolation and France relaxes UK travel restrictions Published 13 January Share Related Topics Coronavirus pandemic Here are five things you need to know about the coronavirus pandemic this Thursday evening. Well have another update for you in the morning. 1. Covid self-isolation in England being cut to five full days The self-isolation period for people who test positive for Covid-19 is being cut to five full days in England from Monday Health Secretary Sajid Javid has said. The change means people will be able to end isolation after negative lateral flow tests on days five and six with Mr Javid saying this meant they could leave at the start of day six. Ministers say the move is one way to reduce staffing pressures in the NHS and other sectors while Mr Javid said it was about maximising activity in the economy while minimising the risk of people leaving isolation. 2. France to relax travel rules from the UK France will relax its restrictions for UK travellers from Friday the country\s government has announced. Fully vaccinated people will no longer need a compelling reason to enter France and will not have to self-isolate when they arrive. But a negative Covid test taken 24 hours before leaving the UK will still be required for all those arriving. Travel companies welcomed the news - with Jet2 reporting a sharp spike in flight bookings to ski destinations. People who are not vaccinated will still need a compelling reason to enter France and must isolate for 10 days upon arrival. IMAGE SOURCE REUTERS 3. Van-Tam to leave role as Englands deputy chief medical officer Prof Sir Jonathan Van-Tam is leaving his role as England\s deputy chief medical officer. The scientist said it had been the greatest privilege of his career to have served the UK during the coronavirus pandemic while Prime Minister Boris Johnson thanked him for his extraordinary contribution to our country. Prof Van-Tam will continue to work for the government until the end of March before taking up a new role at the University of Nottingham. He became known for his colourful analogies during Downing Street coronavirus briefings some of which you can watch below: Media caption Pants football yoghurt: Watch Prof Jonathan Van-Tams most memorable moments of pandemic advice 4. Next cuts sick pay for unvaccinated staff forced to self-isolate Retailer Next has cut sick pay for unvaccinated staff who must self-isolate because they are a close contact of someone with Covid the BBC has learned. Unvaccinated staff at the chain will still get full sick pay if they test positive for the virus. It is unclear when Next made the change but it is believed to have been recently. The company acknowledged it was an emotive topic but said it had to balance staff and shareholder needs. It comes as employers face mass absences due to the rapid spread of the Omicron variant. IMAGE SOURCE NEXT 5. NI Covid rules could be eased next week and Wales possibly coming to Omicron peak It may be possible for Northern Ireland\s government to consider lifting some Covid restrictions next week First Minister Paul Givan has said. He said ministers had received an optimistic update on transmission rates and hospital figures and wanted to see a reduced self-isolation period. Meanwhile Wales\ Health Minister Eluned Morgan has said there are very positive signs the country is coming to the peak of its Omicron wave. Her comments come ahead of Friday\s announcement following the latest review of Covid restrictions. IMAGE SOURCE GETTY IMAGES Get a longer daily news briefing from the BBC in your inbox each weekday morning by signing up here. And theres more... Weve taken a look at all the unanswered questions about the row over tennis star Novak Djokovics Australian visa and his Covid status. You can read more here. IMAGE SOURCE BBC What questions do you have about coronavirus? In some cases your question will be published displaying your name age and location as you provide it unless you state otherwise. Your contact details will never be published. Please ensure you have read our terms & conditions and privacy policy. Use this form to ask your question: 0/140 Your contact info Well be in touch if we look into your question. I accept the Terms of Service Submit The BBC retains the right to select from these contributions based on editorial requirements and subject to online terms and conditions and BBC editorial guidelines. For more information about how the BBC handles your personal data see here. Made with Hearken | Terms of Service | Privacy Policy If you are reading this page and cant see the form you will need to visit the mobile version of the BBC website to submit your question or send them via email to YourQuestions@bbc.co.uk. Please include your name age and location with any question you send in. A TALE OF TRUE LOVE AND HIGH ADVENTURE: The Princess Bride the Good Bits JUST ONE THING: Could a bath before bed improve your sleep? Related Topics Coronavirus pandemic]
Kingsley Coman: France winger extends Bayern Munich contract until 2027,Kingsley Coman signs a contract extension with Bayern Munich which keeps him at the club until 2027.,]
"Murray Head: 'Unsung at home, but a hero in France'","Murray Head is all but forgotten in the UK, but in his adopted home France he ranks among the greats.",Murray Head: Unsung at home but a hero in France By Hugh Schofield Paris correspondent Published 24 December 2021 Share IMAGE SOURCE GETTY IMAGES Image caption Heads 1975 single Say It Aint So Joe became a national staple in France There is a small but interesting sub-category of British musicians - unsung at home but heroes in another land. High on the list is a 75-year-old singer-songwriter all but forgotten in the UK but who in his adopted home of France ranks among the greats. Murray Head has been feted in France since the mid-1970s when his hit song Say It Aint So Joe became a national staple. Generations have slow-danced at the end of discos to Heads plangent tenor and the song still gets a regular airing on oldies radio shows. And the odd thing is the French persist in thinking its about broken hearts. I kept telling them it wasn\t a love song - it\s actually about politics and Richard Nixon says Head. But people were so disappointed that I stopped disabusing them. Now I think who cares? Half-way through another nationwide French tour he is ruminating on his long career and the odd twist that brought him minor rock-god status across the Channel. The thing about the French is they are very very faithful. When they like you they stick with you he says. In the UK everyone is chased out by the next media sensation. IMAGE SOURCE GETTY IMAGES Image caption Head pictured acting opposite Glenda Jackson in1971s Sunday Bloody Sunday Head did have a brief time in the British limelight. Stuffed in somewhere between Hawkwind and Steve Hillage his Say it Aint So LP - the cover featuring a long-lens shot of Heads head in a crowd - was a record-shop regular in the 70s. But did anyone actually buy it? Musically the album is a mini-jewel of folk-rock... The inter-meshing guitars give a certain post-hippy flavour - but with that British touch which tells us straightaway we are not in San Francisco wrote the Textes Blog & Rock\n\Roll website on the album\s 45th anniversary last year. Before its original release Head had a moment of glory when he was chosen by Tim Rice and Andrew Lloyd Webber to be their first Judas Iscariot singing with Deep Purples Ian Gillan in the pre-theatre album version of Jesus Christ Superstar. A very early and very silly music video shows Head lip-synching unconvincingly to the Superstar hit single in the rafters of a bombed-out church while a group of Trinidadian backing singers mime the chorus down below. Somewhere I have a cassette recording of the meeting where Tim and Andrew pitched the idea to me he says. And there\s this stunned silence after they explain that they\re making a rock musical of the Christian story and I say \You have got to be effin\ joking!\ Heroes in another land IMAGE SOURCE GETTY IMAGES Image caption Jane Birkin pictured earlier this year is primarily known in the UK as the voice of Je Taime Vince Taylor - Leather-clad rock n roller and writer of Brand New Cadillac Taylor came to Paris in 1961. He built up a huge fanbase in France and other European countries but was virtually unknown in the UK. He died in Geneva in 1991. Roger Hodgson - The ex-Supertramp frontman has kept touring in France where in 2012 he was made a Chevalier of the Order of Arts and Letters. Jane Birkin - Partner and muse of French superstar Serge Gainsbourg the British-born singer and actress is still immensely popular across the Channel. In the UK she is known only for her heavy breathing on Je Taime. Charlie Winston - The Cornwall-born singer had a French number one with Like a Hobo and lives on the Cote dAzur. Sixto Diaz Rodriguez - And away from France - this singer-songwriter was a huge hit in South Africa in the 1970s but unknown in the US. His rediscovery was the subject of the film Searching for Sugar Man. Head was born in 1946 in London into a theatrical family. His mother went on to play Madame Maigret in a BBC adaptation of the George Simenon novels and his father made promotional films. His younger brother Anthony Head found fame as an actor playing Giles in Buffy the Vampire Slayer. Murray also acted - notably in the 1971 hit Sunday Bloody Sunday. But his main ambition was musical. He had an early start in 1964 when he won a competition run by Radio Luxembourg (alongside John Paul Jones future bassist of Led Zeppelin) which led to a recording contract. Jesus Christ Superstar could have been the breakthrough but the album sold poorly in the UK and by the time the stage show became a hit Head had moved on. Later there was a minor success with One Night in Bangkok from another musical Chess but for British intents and purposes that was more or less it. Image caption Head acted in UK TV dramas such as Casualty (pictured alongside Anita Dobson and Adjoa Andoh) Head describes his parents as being France mad. They came on annual camping trips to France and sent him to the French lycee in London. He hated it but it meant he knew France its language and history. Someone told me once that the truest sign of intelligence was the ability to adapt - and that is what I did he says. France was where I was popular so France became where I earned my keep. With so many years moving between the English and French worlds Head has become an expert sans pareil on the differences between the two musical cultures. Because theirs is a literary nation the French can\t hear two words strung together in a song without comparing it to Rimbaud or Baudelaire he says. They\re obsessed with lyrics and too often the music gets pushed to the background. So for the actual music they like the Anglo-Saxons. Frankly they don\t understand a word of what we are singing but that doesn\t matter. They found emotional overtones in Say It Ain\t So Joe that I certainly had never intended. But I wasn\t going to complain! Le Monde recalled earlier this year: A fully-authenticated hit in France Say It Ain\t So Joe seemed to promise a glowing career to the young Murray Head. He had it - but only over here. Head has just moved out of his Paris flat and bought an old house in the Béarn region of the Pyrenees which he is renovating. France is where he intends to stay. There\s never been the remotest interest in me in England. I never made up my mind to live in France. But France made up my mind for me. I\ve tried to owe something to England - but England\s never wanted it. Never wanted it at all.]
Covid: Thousands protest in France against proposed new vaccine pass,The protests are against a draft law which would in effect ban the unvaccinated from public areas.,Covid: Thousands protest in France against proposed new vaccine pass Published 8 January Share Related Topics Coronavirus pandemic IMAGE SOURCE GETTY IMAGES Image caption About 18000 people attended the protest in the capital Paris French authorities say more than 105000 people have taken part in protests across the country against the introduction of a new coronavirus pass. A new draft law would in effect ban unvaccinated people from public life. Demonstrators in the capital Paris held placards emblazoned with phrases like no to vaccine passes. Interior Ministry officials said 34 people were arrested and some 10 police officers were injured after the protests turned violent in some places. The bill which passed its first reading in the lower house of Frances parliament on Thursday would remove the option of showing a negative Covid-19 test to gain access to a host of public venues. Instead people would have to be fully vaccinated to visit a range of spaces including bars and restaurants. The government says it expects the new rules to come into force on 15 January although the opposition-dominated Senate could delay the process. But demonstrators on Saturday accused the government of trampling on their freedoms and treating citizens unequally. Others targeted their anger at the president Emmanuel Macron over comments he made earlier this week in relation to unvaccinated citizens telling Le Parisian newspaper that he wanted to piss them off. One protester hospital administrator Virginie Houget told the Reuters news agency that Mr Macron\s remarks were the last straw. And in Paris where some 18000 people marched against the new law demonstrators responded to his coarse language by chanting: We\ll piss you off. French MPs get death threats over Covid-19 pass Covid vaccination centres vandalised in France TV images showed altercations between protesters and police turning violent in some places. In Montpellier officers used teargas during clashes with the demonstrators. Turnout for the protests was estimated to be about four times higher than the last major demonstrations on 18 December when some 25500 people marched across the country. But despite the vocal protests opposition to the new measures is not widespread and recent polling suggests the vast majority of people back the vaccine pass. France is one of the most highly vaccinated countries in Europe with more than 90% of over-12s eligible for the shot fully vaccinated. Meanwhile new coronavirus infections are rising rapidly across France as the new Omicron variant takes hold. The country recorded more than 300000 new cases for the second time in a week on Friday and admissions to intensive care wards are rising steadily putting healthcare systems under strain. Some hospitals have reported that some 85% of ICU patients are not vaccinated against Covid-19.]
Sportsound: Six Nations Rugby: France v Ireland,Gavin Andrews presents live coverage of Ireland’s second fixture against France from Paris,Unknown
Best of 2021: Women's Six Nations Highlights - England beat France 10-6 to win tournament for third year in a row,Watch highlights as England beat France 10-6 at the Twickenham Stoop to win the Women's Six Nations for the third year in a row.,Unknown
Art of France: Series 1: There Will Be Blood,Andrew Graham-Dixon explores how art took a dramatic turn following the French Revolution.,Unknown
Art of France: Series 1: This Is the Modern World,France's angry young artists reinvent how to paint.,Unknown
