title,summary,contents


Zelensky says Ukraine prepared to discuss neutrality in peace talks,Ukraine's president says his country is open to adopting a neutral status as part of a possible peace deal.,Zelensky says Ukraine prepared to discuss neutrality in peace talks Published 5 days ago Share IMAGE SOURCE EPA Ukraines president has said his government is prepared to discuss adopting a neutral status as part of a peace deal with Russia. In an interview with independent Russian journalists Volodymyr Zelensky said any such deal would have to be put to a referendum in Ukraine. He has made similar comments before but rarely so forcefully. The news comes as the negotiations between the two countries are set to resume this week in Turkey. Security guarantees and neutrality non-nuclear status of our state. We are ready to go for it. This is the most important point Mr Zelensky said in the 90-minute video call. Neutrality means a country does not ally itself militarily with others. Mr Zelensky said that any potential agreement would require a face-to-face meeting with President Putin and that effective security guarantees that Ukraine would not come under attack were essential. The Ukrainian leader - speaking in Russian throughout - added that Russias invasion has caused the destruction of Russian-speaking cities in Ukraine. Later in an overnight video address to his nation Mr Zelensky said Ukraine sought peace without delay. Russias President Vladimir Putin has long demanded a neutral Ukraine and guarantees that it would not join the Nato military alliance. After the country achieved independence in 1991 as the Soviet Union collapsed it has gradually veered towards the West - to both the EU and Nato. But Russia\s leader aims to reverse that seeing the fall of the Soviet Union as the disintegration of historical Russia. He has claimed Russians and Ukrainians are one people and denied Ukraine its long history. On Sunday the Russian state media regulator Roskomnadzor instructed the press not to publish the interview with Ukraine\s leader and said an investigation has been started in order to identify the level of responsibility and what response will be taken in relation to those who carried out the interview. Roskomnadzor notes some of the media outlets that conducted the interview are designated foreign agents in Russia. The country recently passed new laws restricting the way in which Russian media can report on the war in Ukraine. The interview was published by outlets now based outside Russia. Ukraines military intelligence chief has accused Moscow of seeking to split Ukraine in two mirroring North and South Korea after Russia failed to take control of the whole country. But a senior adviser to President Zelensky Alexander Rodnyansky told the BBC that Ukraine would make no concessions on handing over territory to Russia. We\re certainly not willing to give up any territory or talk about our territorial integrity Mr Rodnyansky told BBC Radio 4\s World at One programme. If you ask the people who live in these areas they wouldn\t want to live in Russia. How can we leave them? Let alone the whole idea of slicing up our country. The possibility of Ukrainian neutrality is not new. Its been discussed by Russian and Ukrainian officials for at least two weeks. But President Zelenskys reference is perhaps the most explicit so far. Clearly theres no room for Nato membership in such a vision of Ukraines future. Removing that aspiration from Ukraines constitution (it was added in 2019) will need to be put to a referendum. With support for membership at an all-time high it will be a bitter pill for many Ukrainians to swallow. The key will be what sort of security guarantees can possibly take the place of being a member of the Western alliance. Ukrainian officials insist that guarantees will need to be much more specific than the 1994 Budapest Memorandum which gave Ukraine security assurances in return for giving up its stock of nuclear weapons. Ukraine will want to know the precise terms under which countries are prepared to come to its defence in the event of further Russian aggression. There are many versions of neutrality. Finding one that meets the competing needs of Kyiv and Moscow will not be simple. And what will Ukraines borders actually be? President Zelensky says Russian troops must retreat to positions held before Moscows full-scale invasion began on 24 February. He says Ukraine will not try and retake the Donbas or Crimea by force but Ukrainian officials are not yet ready simply to give up on territories that have been under Russian control (direct or indirect) since 2014. War in Ukraine: More coverage LIVE: Latest updates from Ukraine CHERNIHIV: Our hospitals and schools are attacked on purpose BIRTH: Sharp rise in premature babies in Ukraine RUSSIA: Anti-war activists intimidated on their doorsteps READ MORE: Full coverage of the crisis]


Newshour: Is ‘neutrality’ now on the table for Ukraine,President Zelensky discusses areas of compromise in an interview with Russian journalists,Unknown


Weekend: Defiant Zelensky says Ukraine inflicted heavy casualties on Russia,President Zelensky of Ukraine says heavy casualties have been inflicted on Russian forces,Unknown


BBC OS: Ukraine: How the sex trade preys on refugees,We speak to our correspondent who has been looking into the dangers of human trafficking,Unknown


Ukraine: Nottinghamshire man taking ambulance to country border,Bill Sharpe is driving the ambulance from the UK to the Ukraine border with Poland.,Ukraine: Nottinghamshire man taking ambulance to country border By Amy Phipps BBC News Published 26 March Share Related Topics Russia-Ukraine war IMAGE SOURCE BILL SHARPE Image caption Bill Sharpes company funded the purchase of the old NHS ambulance A businessman and his son are preparing to drive an old NHS ambulance filled with medical supplies to the Ukraine border. Bill Sharpe 49 has been collecting donations at his family-run business in Radcliffe-on-Trent Nottinghamshire. Mr Sharpe and Ed will drive the ambulance from the UK to the countrys border with Poland on Friday. They will then hand it over to a local contact to take the much-needed transport and aid into Ukraine. Mr Sharpes company funded the purchase of the old ambulance that he and his 27-year-old son will take turns in driving across Europe. He said former NHS vehicles were usually decommissioned before being sold meaning the equipment and the emergency lights would have been removed. However he said he was able to organise for it to be kept in its original condition due to the nature of where it was going. He said: The main reason for doing this was getting ambulances over there for the soldiers. The contact that we\ve got over there in Ukraine said they were a desperate requirement. So we\re getting them over but filled with aid as well. IMAGE SOURCE BILL SHARPE Image caption Mr Sharpe has filled the ambulance with donated supplies They have been collecting donations of medical equipment womens sanitary products nappies and ready-made baby milk. Mr Sharpe was also hoping to take a defibrillator if he can get one. That\s the kind of \holy grail\ thing that we\d love to be able to get hold of he said. Despite heading towards a war zone Mr Sharpe said he did not have any safety concerns. I\m worried mentally about what it\s going to be like at the other end. It\s obviously not a very nice environment with a lot of displaced unhappy people so I\m a bit apprehensive about that he said. Follow BBC East Midlands on Facebook Twitter or Instagram. Send your story ideas to eastmidsnews@bbc.co.uk.]


Ukraine crisis: European Clubs Association donates to Ukrainian clubs,"The European Clubs' Association has made a million euro (£840,000) donation to help Ukrainian clubs amid the invasion by Russia.",]


War in Ukraine: Graphic protest by Russian artist Yevgenia Isayeva,"Yevgenia Isayeva doused herself in fake blood and chanted, ""my heart bleeds"" in the solo protest.",]


Global News Podcast: Ukraine outlines priorities for talks with Russia,President Zelensky has said he's prepared to discuss adopting a neutral status,Unknown


Weekend: Ukraine urges Russia to talk,"As Russia shifts its focus in the war, Ukraine urges peace talks",Unknown


Athletics: Yaroslava Mahuchikh on escaping war in Ukraine and winning gold at the World Indoor Championships,Ukraine's Yaroslava Mahuchikh says winning gold in the high jump at the World Indoor Championships shows the strength of her country as it continues to fight a war against Russia.,Unknown


Global News Podcast: Abramovich suffered suspected poisoning at talks on Ukraine,Two Ukrainian peace negotiators were also reportedly affected,Unknown


Ukraine war: Ros Atkins on... Putin’s false ‘Nazi’ claims,Russia is spreading untruths about Nazis in Ukraine - one of Putin's justifications for his invasion.,]


Ukraine war: Russian officials seize Swiss watches apparently worth millions,"Agents raided a Moscow premises of luxury brand Audemars Piguet, according to a report in Swiss media.",Ukraine war: Russian officials seize Swiss watches apparently worth millions Published 5 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption Jewel-encrusted Audemars Piguet watches on display in London this month Russian officials have reportedly confiscated millions of dollars worth of luxury Audemars Piguet watches. The Swiss timepieces were seized from a shop by security service agents on Tuesday for allegedly violating customs rules Swiss media report. It happened just days after Switzerland abandoned its traditional neutrality to join Western countries in imposing sanctions against Russia after the invasion of Ukraine. There is no Swiss confirmation. However the government has said Switzerland\s new luxury export ban has been causing uncertainties for some businesses. Watches from Audemars Piguet can cost more than £700000 ($921000) a piece. The company has not responded to a BBC request for comment. Russia hits back at sanctions with export bans Putin alters law on leased jets to defy sanctions According to Switzerlands NZZ am Sontag newspaper the watches were seized by agents working for Russias FSB security service from a Moscow subsidiary of Audemars Piguet. The agents apparently justified their raid by claiming the watches in question had violated local customs rules when they were being imported to Russia. After the invasion the luxury Swiss brand said it had ceased its operations in Russia and its website describes both of its two boutiques in the capital as temporarily closed. According to industry officials Switzerland exported 260 million Swiss francs ($280m) worth of watches to Russia last year but the market may be worth even more to the Swiss watch sector given the number of Russian customers buying luxury products in Switzerland. Russian officials have shown an increased willingness in the last few weeks to seize property from foreign companies trying to reduce their business dealings in Russia. Hundreds of leased foreign passenger jets worth almost $10bn remain grounded in the country with their owners having had their requests to return the airplanes denied. Earlier this month former President Dmitry Medvedev said that a new law would allow Russia to nationalise the assets of Western companies pulling out of the country. War in Ukraine: More coverage LIVE: Latest updates from Ukraine CHERNIHIV: Our hospitals and schools are attacked on purpose BIRTH: Sharp rise in premature babies in Ukraine RUSSIA: Anti-war activists intimidated on their doorsteps READ MORE: Full coverage of the crisis You might also be interested in: Media caption Watch: BBC Reality Check explores whether sanctions have worked in the past]


"Ukraine conflict: UK visa process confusing, protesters say",Protesters who gathered in Bath say they fear people are dying while waiting for their UK visas.,Ukraine conflict: UK visa process confusing protesters say Published 6 days ago Share Related Topics Russia-Ukraine war Image caption Zhenya Shkil said the visa process was very complex Protesters have said they were lucky to get visas for Ukrainian family members after negotiating the confusing UK application process. People gathered in Bath at the weekend to raise funds for charities supporting those caught up in the war in Ukraine. Some said they were fearful people were dying while waiting to get visas enabling them to seek refuge in the UK. The Home Office said it was doing everything possible to ensure a rapid service. IMAGE SOURCE ZHENYA SHKIL Image caption Ms Shkils cousin Olesksandr now has a visa that will allow him to stay in Bath Zhenya Shkil who lives near Bath said getting a visa for her 12-year-old cousin was complex. I have family in East Ukraine in quite a dangerous location near the power station she said. Luckily thankfully we got visas for Olesksandr to come and stay with us here. The application form is really complex and confusing she added. There is a mixture of questions about sponsors and applicants and everyone makes mistakes. There\s no way you can deal with it. It takes about an hour to fill in one form with me on the phone with someone talking me through. Image caption A small number of people gathered for the demonstration Jura Everauskite who also attended the demonstration on Saturday said she did not want the public to forget that war is happening. The visas scheme in the UK is just unacceptable. People have to wait weeks for their visas while people are dying she said. We want to protest that. It doesn\t make sense. We are getting a lot of support and there are a lot of people who want to host refugees in Bath. Follow BBC West on Facebook Twitter and Instagram. Send your story ideas to: bristol@bbc.co.uk]


War in Ukraine: The danger of wishful Western thinking,"With Russia still a powerful force, wide-eyed realism is what Ukraine needs from the US and Europe.",War in Ukraine: The danger of wishful Western thinking By Katty Kay US special correspondent Published 25 March Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption A man walks away from a building hit by Russian fire in Kharkiv on 25 March In the second episode of Volodymyr Zelensky\s very funny comedy series The Servant of the People one of the spooky bad guys says of Zelensky\s character the newly elected President of Ukraine: He\s known for being iron clad and brave. That was the point I reached for the remote pressed pause and took a deep breath. The 2015 series has just starting airing here in America and for those of us who are new to it its a bit surreal. Every time you catch yourself chuckling you then start to feel sad. Its emotionally draining. I find I cant watch more than an episode at a time and I do so with a certain dread. Friends have told me they cant watch it at all. And its not because its bad. Its a good show and Zelensky is a talented actor. Hes charming and self-deprecating. No its hard to watch because we fear whats going to happen to the real President of Ukraine. There\s another scene in that same episode where the new president Vasyl Petrovych Holoborodko is introduced to his security detail body double. A smarmy political flunky turns from the double to Zelensky and says He\ll die from a sniper bullet for you then he laughs out loud at Zelensky\s look of horror. But the flunky chortles I think it won\t come to that. And then your stomach turns because right now it feels like the whole Western world is watching Ukraine and just praying that it wont indeed come to that. IMAGE SOURCE GETTY IMAGES Image caption Ukrainian President Volodymyr Zelensky visiting wounded Ukrainian troops on 13 March No-one would wish any of this suffering on Ukraine. But for the moment Zelensky and the brave people he leads are heroes in a world that has been short of them. Weve come out of a dark period of ugly political division and tragic medical crisis and we are longing for something good to believe in. Forty four million brave Ukrainians seem to have risen to the challenge and given us cause for hope in the power of the underdog. We root for them. We are amazed by their resilience. We long for them to survive and stay free. So its understandable that we may fall victim to what one analyst eloquently described as Western wishful thinking. War in Ukraine: More coverage LIVE: Latest updates from Ukraine and nearby APPROACH TO KYIV: Battle on capitals outskirts VIDEO: Father killed trying to escape MOSCOW SHIFT: Change of emphasis or admission of failure? READ MORE: Full coverage of the crisis After the invasion one US senator told me confidently that whatever happened the Ukrainian people would be free. It was the optimism Ive come to expect and appreciate from US politicians. And we hope it will be true. History reminds us however that good doesnt always prevail. Not against Russia anyway. Ask the Syrians still stuck under the boot of the Assad regime their cities destroyed by Russian bombs. Ask the Chechens who saw their capital flattened on the orders of Vladimir Putin. Or ask the countless brave Arabs Iranians Belarusians and Myanmarese who risked their lives to protest against oppressive rulers with little to show for it. In the suburbs of Ukraine that have become Putins latest battlefield David has indeed given Goliath an almighty shock. But make no mistake Russia is still a daunting adversary. One senior European diplomat who understands Putin is convinced that the Russian president has no interest in negotiating any settlement. Rather he thinks Putin is using this moment to regroup and resupply ready for another potentially more devastating assault. Were hopeful Westerners at risk of underestimating Russias military chances I asked? Yes he nodded. Image caption Ukraine campaign map on 24 March Russias military boasts 900000 active duty troops and two million reservists - more than eight times that of Ukraine. It still has a massive arsenal and a satellite state in Belarus from which it can draw more troops as well as the ability to recruit mercenaries from countries like Georgia or Syria. It has cyber warfare capabilities it has not yet fully unleashed. It has 4500 nuclear weapons it has threatened to use and chemical weapons that the West has warned it might. The Russians have performed much worse than anyone expected but they have made some territorial gains making slow but steady progress around Mariupol and threatening to cut off Ukrainian forces near the breakaway eastern regions of Donetsk and Luhansk. Often this progress has come by flattening civilian neighbourhoods. Ignoring or diminishing those gains or the remaining power of the Russian military wont help Ukraine. Indeed it could hurt it. The Ukrainians success depends on two things their own phenomenal courage and just as critical the steady supply of military hardware that its getting from Western countries. If those countries or the public in those countries start for a moment to think David has beaten Goliath then the flow of weapons could slow or stop. That would be catastrophic for the Ukrainian resistance. President Biden has spent this week in Europe shoring up the Western alliance. But theres a growing recognition this fight will go on for longer than either Russia or the West anticipated. The Ukrainians may need arms supplies for months to come. The alliance will need to keep its resolve in order to match Putins determination. This is no time to be unrealistic. Wide-eyed realism will help Zelensky more than wishful thinking.]


War in Ukraine: Change of emphasis or admission of failure by Moscow?,"Moscow now says the main aim is to ""liberate"" eastern Ukraine - a change of emphasis or more?",War in Ukraine: Change of emphasis or admission of failure by Moscow? By Paul Adams BBC News Published 25 March Share Related Topics Russia-Ukraine war IMAGE SOURCE REUTERS Image caption Kharkiv has been pounded for weeks - now that Russian firepower may be deployed further east Is the Russian military having to change its plans? Perhaps even reduce the scale of Moscows ambitions in Ukraine? Its probably too early to tell but theres definitely a shift in emphasis. A top Russian general - Sergey Rudskoy - says the first stage of what President Vladimir Putin calls Russia\s special military operation has been mostly accomplished and that Russian forces will now concentrate on the complete liberation of the Donbas. This is likely to mean a more concerted effort to push beyond the line of contact that separates Ukrainian government-held territory in the east of the country from the Russian-backed separatist people\s republics of Donetsk and Luhansk. The pace of Russias advance in other areas of Ukraine remains glacial. Its forces have been pushed back from positions around the capital Kyiv and are said to have started digging defensive positions to avoid losing more or prepare for some kind of pause. Next stop Kyiv - the battle on the capitals outskirts Defiant troops tell Russians: Go home while youre still alive Its probably way too early to conclude that Russia has given up on capturing Kyiv but Western officials say that Russia continues to experience setback after setback. On Friday they said Russia had lost another general - the seventh - and that morale was at rock bottom in some units. They believe General Rudskoys announcement implies that Moscow knows that its ambitious pre-war strategy has failed. Russia is recognising that it can\t pursue its operations on multiple axes simultaneously one official said. As many as 10 new Russian battalion tactical groups are being generated officials say and are heading for the Donbas. Even before the war began last month they voiced the fear that Russia would make a concerted effort to encircle and envelop Ukraines best fighting units which make up the Joint Forces Operation (JFO) stationed along the line of contact. Retreat may not mean tame ambitions A renewed push now could see Russian troops pushing out into so-far unconquered areas of Donetsk and Luhansk possibly aiming to link up with forces moving south from Kharkiv and Izyum. And if Russia can succeed in finally pacifying the port of Mariupol on the Sea of Azov then other forces could move north and complete the encirclement of the JFO. Some of these objectives still seem out of reach. Mariupols defenders are putting up a ferocious fight preventing Russia from fully achieving another of its pre-war ambitions - a land bridge from the Crimean Peninsula to the Donbas. But if Moscow has concluded that it makes more sense to concentrate for the time being on achieving one objective at a time its likely to concentrate its firepower especially from the air. The Ukrainian military disciplined and motivated as it is will need all the help it can get to withstand the pressure. I hope that\s where the Western supply of arms will make a significant contribution to Ukrainian forces one Western official said. If the coming days do see a shift of focus to the Donbas that doesnt yet mean that Moscow has abandoned its wider ambitions. We don\t see a re-evaluation of the invasion as a whole a senior US defence official said. Russian advances in the east War in Ukraine: More coverage LIVE: Latest updates from Ukraine and nearby APPROACH TO KYIV: Battle on capitals outskirts VIDEO: Father killed trying to escape MOSCOW SHIFT: Change of emphasis or admission of failure? READ MORE: Full coverage of the crisis Media caption A survivor told the BBC: We were sprayed with broken glass and concrete]


Ukraine: UK lawyer appointed to probe war crime claims,"The former International Criminal Court judge will advise Ukraine's prosecutor, attorney general says.",Ukraine: UK lawyer appointed to probe war crime claims By Harriet Agerholm BBC News Published 6 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE REUTERS Image caption Russian President Vladimir Putin has been accused of violating international law including targeting civilians The UKs attorney general has appointed a war crimes lawyer to advise Ukraine over the Russian invasion. Suella Braverman said Sir Howard Morrison would become an independent adviser to Ukraines chief prosecutor Iryna Venediktova. Sir Howard served as a judge on the International Criminal Court in The Hague for more than 12 years. It comes as Russian forces continue to be accused of violating international law by targeting civilians. Could Putin be prosecuted for war crimes? Are Russias attacks war crimes? Earlier this month Ukrainian President Volodymyr Zelensky accused Russia of committing war crimes after it launched air strikes in Kharkiv that hit an opera house a concert hall and government offices. The ICCs chief prosecutor later said evidence was being collected on whether the Russian military had committed war crimes crimes against humanity and genocide. But Russia is not a member of the ICC so any Russian nationals indicted by the court would have to be extradited by the Kremlin. Asked by MPs in the House of Commons on Thursday about alternative ways of prosecuting war criminals other than the ICC the attorney general said all options are on the table although she insisted the ICC was the UK\s preferred option. I will always defer and support my counterpart in Ukraine the prosecutor general in terms of my efforts to support her in terms of her choice of route for redress she said. But whilst we welcome the focus on accountability we do believe that the ICC is the right place for those responsible for committing these atrocious crimes in Ukraine to be held accountable for their actions. Announcing Sir Howard\s appointment Ms Braverman said the UK was committed to showing that the atrocities we see being committed day after day in Ukraine will not be forgotten. Ms Venediktova welcomed Sir Howard\s help saying his experience and knowledge of international criminal law speaks louder than words. During his time as a judge Sir Howard oversaw cases such as that of the Serbian war criminal Radovan Karadzic. The attorney generals office said Ms Braverman was in regular communication with Ukraines prosecutor general and they planned to meet in person next month. On a trip to The Hague last week Deputy Prime Minister Dominic Raab accused Mr Putin of responding in ever more barbaric ways in Ukraine and offered the ICC financial and technical help for prosecuting alleged war crimes in the country. Boris Johnson has used similar language describing the Russian military under Mr Putin\s orders of using barbaric and indiscriminate tactics. Russia denies targeting civilians and says it is carrying out a military operation against neo-Nazis in Ukraine. War in Ukraine: More coverage APPROACH TO KYIV: Battle on capitals outskirts VIDEO: Father killed trying to escape MOSCOW SHIFT: Change of emphasis or admission of failure? READ MORE: Full coverage of the crisis]


BBC OS: Ukraine takes back towns east of Kyiv,"Despite this success for Ukraine, fighting is continuing across the country",Unknown


Global News Podcast: Ukraine urges Red Cross not to open office in Russia,Kyiv says it legitimises forced deportations of civilians,Unknown


World Business Report: Russian shelling of Ukraine continues,Shelling continues in some of the country’s major cities,Unknown


Best of Today: Biden and the Ukraine crisis,Biden has made a series of unscripted remarks calling for Putin to be removed from power.,Unknown


War in Ukraine: Anti-war Russians intimidated on their doorsteps,The doors of Russian journalists and activists who speak out against the war are being vandalised.,War in Ukraine: Anti-war Russians intimidated on their doorsteps By Ben Tobias BBC News Published 6 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE DARYA KHEIKINEN Image caption Darya Kheikinens apartment door was vandalised two nights in a row. Russian activists and journalists speaking out against their country\s so-called special military operation in Ukraine have had their homes vandalised by unknown pro-Kremlin figures. Apartment doors have been daubed with threatening graffiti labelling the people inside a traitor with messages featuring the letter Z - a pro-Kremlin symbol of Russia\s war in Ukraine. Other examples are even more extreme. In one case a leading Russian journalist discovered a pigs head wearing a wig on his doorstep with an anti-Semitic sticker stuck to his door. Alexei Venediktov the long-time editor of radio station Ekho of Moscow before it stopped broadcasting due to increased Russian censorship posted photos of the vandalism pointing out the irony of an anti-Semitic attack happening in the country that defeated fascism. Such vandalism is a sign of the increasingly intimidating atmosphere in Russia for those people who publicly express their opposition to the war in Ukraine. Manure on the doorstep When Darya Kheikinen looked through the peephole on the door of her St Petersburg apartment she noticed it had been painted red on the outside. She guessed straight away what had happened - there had been similar instances with other activists. She opened the door to find the word traitor scrawled in large red letters across the outside several pieces of paper with messages such as a traitor to the motherland lives here pinned to her home and a pile of manure on the mat at her feet. IMAGE SOURCE DARYA KHEIKINEN Image caption Darya Kheikinen found a pile of manure on her doorstep two days in a row It probably happened because of my public anti-war statements and opposition views Ms Kheikinen a well-known political activist told the BBC adding that the same thing happened to three other St Petersburg activists at the same time. It happened again the next morning - but only to her this time. The door was covered in green dye and there was spray foam in the lock. There were signs reading \we will not forgive Nazism\ and \a Finnish Nazi lives here\ she said pointing out that her surname is Finnish. The messages reflect the Kremlin\s false claims that Ukraine\s government is run by Nazis and its operation in Ukraine is necessary to denazify the country. Ms Kheikinen doesnt know who was responsible for the attack but said as far as she knows the only people who have her address are her parents and the police. I can\t say that it has scared me she said. Actually I find it amusing. Imagine some idiot dragging a bag of manure up the stairs to the 11th floor - and doing it two nights in a row! Scum and traitors Since Russia\s war in Ukraine began life for those who oppose it has become increasingly difficult. The government passed a law threatening people who spread fake information about the war with 15 years in prison. Vladimir Putin and other politicians have painted any opposition to the war as a betrayal of the country. Any people and especially the Russian people will always be able to distinguish the true patriots from the scum and the traitors and just spit them out like a fly that accidentally flew into their mouth the president said in a speech on 16 March. He went on to claim that the West is trying to destroy Russia by using fifth columnists - meaning enemies within - to provoke civil confrontation. IMAGE SOURCE DMITRY IVANOV Image caption Don\t betray the motherland Dima warns a message on Dmitry Ivanov\s door Just a few hours after that speech student activist Dmitry Ivanov whose anti-war opinions are a major feature of his Telegram channel with nearly 10000 followers received a call from his mother asking if he had seen the graffiti all over the door to their landing. It said \don\t betray the motherland Dima\ he told the BBC. There were also three large Zs making it clear the message related to Russia\s actions in Ukraine. The neighbours probably weren\t that surprised he said explaining that his political opinions are no secret because the police turn up at his door every now and then to warn him against attending protests. The doors of three other activists and journalists in Moscow were also vandalised that evening. But Mr Ivanov whose activism began by reporting on a protest against a noisy fan-zone directly outside his university during the 2018 football World Cup in Russia said the attack hasnt put him off. The actions of the police frighten me much more. They have the resources and power to ruin people\s lives but this - this is just minor hooliganism. He decided not to report the vandalism to the police because he didnt want to end up on the wrong side of them he said. Incidents like these might be minor but they are the product of a political environment where you either support the war or are labelled a traitor. The consequences for those who oppose Russias actions in Ukraine are wide-ranging and can include losing your job or even criminal prosecution. But Mr Ivanov says that despite the danger his opposition will continue. The threat of 15 years in jail worries me. But the war is much more scary. This completely destructive senseless cruelty carried out by our country in our name - it is just a huge shock. IMAGE SOURCE . Image caption A sticker attached to an apartment in Kaliningrad reads a traitor lives here using an English Z and V - pro-Kremlin symbols of Russias invasion of Ukraine War in Ukraine: More coverage LIVE: Latest updates from Ukraine and reaction to Bidens speech FACT OR PARANOIA: Red lights fuel fear of Russian agents VIDEO: The drone pilots monitoring Russian troops UK VOLUNTEERS: The British ex-squaddies heading to Lviv READ MORE: Full coverage of the crisis]


Army boss raises partition fears: Ukraine round-up,Ukraine's military intelligence chief fears a Korea-style outcome as Biden's jab at Putin makes further waves.,Army boss raises partition fears: Ukraine round-up Published 6 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE REUTERS Image caption Russian troops have so far failed to subdue the whole of Ukraine Ukraine\s military intelligence chief Kyrylo Budanov has warned that Russia is trying to apply what he called the Korean scenario to Ukraine having failed to take the capital and depose the legitimate government. He said Russian President Vladimir Putin would try to impose a demarcation line separating the eastern and southern regions from the rest of Ukraine since he would not be able to absorb the whole country. Gen Budanov predicted this quasi-state would be unviable given the resistance of the local population. He said that what he described as a total Ukrainian guerrilla safari was about to open. The generals warning came amid continued reaction to US President Joe Bidens speech in Poland on Saturday in which he said that Mr Putin should not be allowed to remain in power. Media caption Joe Bidens speech on Saturday has had continuing repercussions Mr Bidens Secretary of State Antony Blinken denied that the US had any plans to bring about regime change in Russia or anywhere else. And French President Emmanuel Macron warned against the verbal escalation of the war in Ukraine saying this would make it impossible to bring about a ceasefire and the withdrawal of Russian troops. But this isnt the first time President Biden has veered off-script and thrown a live grenade into an otherwise well-prepared measured speech. Is that a strength - saying what many of his citizens are thinking - or a weakness? Our North America reporter Anthony Zurcher takes a look at President Bidens habit of going off-book. Claims of forced deportation IMAGE SOURCE EPA Image caption Dozens of refugees are now housed in a sports centre in Taganrog Russia east of Mariupol All of us were taken forcibly a refugee from Ukraine\s besieged city of Mariupol says - from Russia where they now are. Ukraine accuses Russia of forcibly deporting its people from war-ravaged cities to Russian-held territory or all the way to Russia proper. Satellite images show a temporary camp east of Mariupol that is housing an estimated 5000 people. Forcibly deporting civilians is seen as an international human rights abuse - but Russia denies it is doing anything of the sort. But what choice do people have when they are in danger or are warned of an incoming missile strike if they remain where they are? Laurence Peter looks at the stories of people who say soldiers have sent them into Russia. Ukraine rejects breakaway referendum plan Ukraine has described plans by the self-proclaimed Luhansk Peoples Republic to hold a referendum on joining Russia as having no legal basis. Ukraines foreign ministry spokesman said any referendum would be fake and warned that Moscow would face further isolation if it went ahead. Earlier the leader of Luhansk said a vote could happen soon and that the population would vote overwhelmingly to leave Ukraine and join Russia. He later rowed back on that statement Tass reports to clarify that he had only been stating a personal opinion - and that no preparations were actually being made for such a vote. Last month Russia formally recognised the Luhansk and Donetsk breakaway republics as independent states paving the way for Russian troops invasion of Ukraine. Ukraine war is our war say British ex-squaddies Image caption Inside Ukraine but now what? From left: Kieran Perkins Elliot Davies and CJ Darton The road to war for CJ Elliott and Kieran ran through Facebook a cheap flight to Poland and a cold night sleeping outside a railway station. The BBCs Jonah Fisher met the former British soldiers in Ukraine just outside a school a couple of kilometres from the border with Poland. They were waiting for a minibus to transport them along with other recruits to Lviv. I just can\t sit at home and watch what\s going on and carry on as usual said CJ Darton who served for seven years with the Royal Anglian Regiment. When Russia invaded Ukraine in February he almost immediately began making plans to volunteer. If you\re not fighting in someone else\s street does it end up in yours? Do my kids become a target? Do my mates\ kids? You can read Jonah Fishers full report here. How the sex trade preys on Ukraines refugees Image caption Refugees are forced to put their trust in strangers Trafficking rings are notoriously active in and around Ukraine - and the fog of war is perfect cover. Elena Moskvitina is one of many Ukrainian refugees who have fled the fighting only to find themselves menaced by pimps traffickers and abusers. Elena who is now safe in Denmark told the BBCs Katya Adler how she escaped the clutches of fake volunteers at a refugee centre who offered to give her and her children a lift to Switzerland along with a group of other women. To get the men away from her family Elena promised to meet them when the other women were in their van. But as soon as they left she grabbed her children and ran. Read Katya Adlers full account here. Spirit of Chernobyl raises funds for refugees IMAGE SOURCE ATOMIK Image caption There are now three varieties of Atomik Chernobyl fruit spirit The aptly-named Atomik spirit is made from crops grown in the nuclear disaster zone of Chernobyl - in Ukraine. Slightly radioactive fruit once fermented and distilled is just as good to drink as any other tipple it turns out. But now Russian troops have occupied the land this particular crop is grown on. And the company behind Atomik has decided in a show of defiance to donate profits from its bottles to Ukrainian refugee causes. Our science correspondent Victoria Gill talks to the clever crew behind the unusual brew. War in Ukraine: More coverage LIVE: Latest updates from Ukraine and reaction to Bidens speech FACT OR PARANOIA: Red lights fuel fear of Russian agents VIDEO: The drone pilots monitoring Russian troops UK VOLUNTEERS: The British ex-squaddies heading to Lviv READ MORE: Full coverage of the crisis Related Topics Russia-Ukraine war Russia Ukraine]

