title,summary,contents
Ukraine: EU deploys cyber rapid-response team,"Cyber-security experts from six countries are deployed, after Ukraine calls for help in defence against Russia.",Ukraine: EU deploys cyber rapid-response team By Joe Tidy Cyber reporter Published 22 February Share IMAGE SOURCE GETTY IMAGES A cyber rapid-response team (CRRT) is being deployed across Europe after a call for help from Ukraine. The newly formed team of eight to 12 experts from Lithuania Croatia Poland Estonia Romania and the Netherlands has committed to help defend Ukraine from cyber-attacks - remotely and on site in the country. An official warned attacks were likely. We can see that cyber-measures are an important part of Russia\s hybrid toolkit the CRRT official said. It comes after the UK and the US blamed Russia for cyber-attacks earlier this month that temporarily took a small number of Ukrainian banking and government websites offline. Why is Putin ordering troops into Ukraine? UK warned to bolster defences against cyber attacks EU wants emergency team for cyber-attacks The Lithuanian Ministry of Defence tweeted: In response to Ukraine request we] are activating a] Lithuanian-led cyber rapid-response team which will help Ukrainian institutions to cope with growing cyber-threats. #StandWithUkraine. CRRTs are a European Union initiative to deepen defence and co-operation between member states. They are said to be equipped with commonly developed cyber-toolkits designed to detect recognise and mitigate cyber-threats. An official said the team was composed of different cyber-expertise such as incident response forensics vulnerability assessment to be able to react to a variety of scenarios. Russia has previously been accused of so-called hybrid warfare combining cyber-attacks with traditional military activity in Georgia and Crimea. Media caption Experts have been warning for years it is a matter of when - rather than if - hackers will kill somebody The EU and Ukraine blamed Russia after thousands of people in multiple cities in Ukraine experienced power cuts in 2015 and 2016 when hackers temporarily shut off electricity substations. The US UK and EU also blamed it for the hugely disruptive NotPetya wiper attack. Experts say about 2000 NotPetya attacks were launched in 2017 mainly aimed at Ukraine but the malicious software spread globally causing billions of dollars of damage to computer systems across Europe Asia and the Americas. Moscow denies being behind the attack calling such claims Russophobic. Related Topics Computer hacking Russia Cyber-attacks Ukraine]
HARDtalk: Vladimir Chizhov - Russia's Ambassador to the EU,"Stephen Sackur speaks to Vladimir Chizhov, Russia's ambassador to the EU.",Unknown
House of Lords: Lords EU Settlement Scheme Statement,"The statement in the House of Lords on the EU Settlement Scheme, from Thursday 1 July.",Unknown
House of Commons: Live EU Settlement Scheme Urgent Question,Coverage of the urgent question on the EU Settlement Scheme.,Unknown
Europe: The Big Vote,"Ahead of the EU elections, Andrew Marr and guests explore how we reached this point.",Unknown
Britain and Europe: For Richer or Poorer?,Laura Kuenssberg examines the economic costs and benefits of EU membership.,Unknown
"The World Tonight: New sanctions against Russia from UK, EU and US",Move comes after Putin orders troops into eastern Ukraine,Unknown
The Compass: Europe's Challenges: Europe's Challenges: Expanding the Union,How the European Union grew from a small club of six to a 28-state superpower,Unknown
HARDtalk: Michel Barnier - Former EU Chief Brexit Negotiator,"Zeinab Badawi speaks to Michel Barnier, former EU chief Brexit negotiator.",Unknown
"President Macron, France and Europe","Mark Urban examines Macron's rise, troubles and future plans for France and the EU.",Unknown
European Council Committee,Recorded coverage of the Lords EU Committee session from Thursday 12 July.,Unknown
Brexit: UK and EU will find 'durable' solutions to protocol,"Officials say there is a determination that outstanding issues are addressed and ""solutions found"".",Brexit: UK and EU will find durable solutions to protocol By John Campbell BBC News NI Economics & Business Editor Published 21 February comments Comments Share Related Topics EU-UK post-Brexit trade talks IMAGE SOURCE JOHANNA GERON/REUTERS Image caption British Foreign Secretary Liz Truss and European Commissioner in charge of Brexit negotiations Maroš Šefčovič pose for a photograph in Brussels Negotiations on the Northern Ireland Protocol will continue the EU and UKs lead negotiators have said. Foreign Secretary Liz Truss and European Commission Vice-President Maroš Šefčovič released a joint statement after Mondays talks in Brussels. They said there is a determination that outstanding issues are addressed. They are keen that durable solutions are found for the benefit of citizens businesses and stability in NI. Their officials have been engaged in technical talks since October. A senior EU official has suggested that the talks will happen in a more discreet way due to the forthcoming Northern Ireland elections. They said it could mean less regular formal political meetings which create a bit of expectation or excitement. IMAGE SOURCE JOHANNA GERON/REUTERS Image caption Maroš Šefčovič speaks during a news conference after a meeting the UK foreign secretary The statement from Mrs Truss and Mr Šefčovič noted that: The joint bodies established by the Withdrawal Agreement should meet regularly and agreed to discuss any point raised by the EU or the UK that is of relevance to the Withdrawal Agreement in general. The protocol is the Brexit deal which prevents a hard Irish border by keeping Northern Ireland inside the EUs single market for goods. That also creates a new trade border between Northern Ireland and the rest of the UK. What is the Northern Ireland Protocol? The EU accepts that is causing difficulties for businesses and in October proposed a package of measures to reduce its practical impacts. In December it published further proposals aimed at guaranteeing the supply of medicines from Great Britain to Northern Ireland. The UK wants more far-reaching changes to the protocols operation and governance. The EU official said that the technical talks had made some progress in trying to find ways to reduce the burden of customs paperwork on Northern Ireland businesses. The EU believes it will be possible to reduce the data fields on customs declarations from 80 to 30. The UK believes that the reduction should be greater with traders only needing to use customs codes which would describe goods in high level terms. But the EU says that for the purposes of risk management they need customs codes which give a greater level of detail. The example they give is olive oil - some types of olive oil like extra virgin are clearly for consumption in restaurants or supermarkets. IMAGE SOURCE HENRY NICHOLLS Image caption Liz Truss says a solution must be found to allow focus on external issues like the situation in Eastern Europe But other grades of olive oil are used for food processing - the EU believes a risk assessment needs to be able to draw that distinction which is why they want more detailed codes. There has also been progress on access to UK customs databases - long requested by the EU; their experts have got access and are beginning to understand how they might extract the data they need. However there appears to have been little progress on the issue of agri-food checks on goods moving from GB to NI. Asked if the UK would trigger Article 16 which allows either side to unilaterally decide whether to stop implementing parts of the trade deal Mrs Truss said that she wanted to improve the situation through talks. Article 16 is in the Protocol as a safeguard if things aren\t working as they should she said after the talks. Laser focus Mr Sefcovic told a news conference in Brussels that the intensified negotiations on the protocol had produced neither a breakthrough nor a breakdown. He said hard work would continue with a laser focus on practical solutions. My objective remains the same - to provide Northern Ireland and all stakeholders on the ground with stability predictability and opportunities stemming from the protocol he said. Ultimately this is the only way to protect the hard-earned gains of the Good Friday/Belfast Agreement in all its dimensions while avoiding a hard border on the island of Ireland and minimising disruptions caused by Brexit without compromising the integrity of the EU\s single market he added. Northern Irelands first and deputy first ministers normally attend the Joint Committee but those positions are vacant since the Democratic Unionist Partys (DUP) Paul Givan stepped down from the first ministers post. He resigned as part of the DUPs campaign of opposition to the protocol. Sinn Féin Junior Minister Declan Kearney did attend in their absence. Meanwhile the Speaker of the US House of Representatives Nancy Pelosi was asked on Monday about the possibility of any future trade deals between the UK and the United States. Ms Pelosi said: Our relationship in trade is dependent on how the Brexit accords are resolved. She added she wanted to see the Good Friday accords honoured and for the] border to remain the way it is. She said she had told Boris Johnson months ago not to expect a bilateral trade agreement with the US if there is an unravelling of the Good Friday accords in relationship to the border.]
European Council Summit,David Cameron's press conference from the EU Summit in Brussels from Friday 24 October.,Unknown
Holidays in... Euroland,Tim Samuels travels around 17 countries putting Europe to a series of tests. He explores whether the EU makes us safer.,Unknown
Travels in Euroland with Ed Balls,Ed Balls discovers how the divisions exposed by Brexit are reflected across the EU.,Unknown
"Jupiter - President Macron, France and Europe","Mark Urban examines Macron's rise, troubles and future plans for France and the EU.",Unknown
Scotland: The Edge of Europe,Allan Little considers Scotland's take on the referendum on the UK's membership of the EU.,Unknown
Coventry City: Long-running row over sale of ground to Wasps ends after EU Commission closes case,The long-running dispute over the sale of the Coventry Building Society Arena appears over after the EU Commission closes the case.,Unknown
The Compass: Europe's Challenges: Europe’s Challenges: The Road to Rome,The past and future of the European Union at a critical moment in its history,Unknown
The Compass: Destination Europe: Final Thoughts,Chris Bowlby hosts a discussion on issues and the future for Europe’s migration crisis,Unknown
The Compass: Destination Europe: Germany: The Decision Makers,How is Germany dealing with hundreds of thousands of new migrants?,Unknown
The Compass: Destination Europe: UK: From Syria To Yorkshire,"How are Syrian refugees settling into their new lives in Bradford, UK?",Unknown
The Compass: Destination Europe: Italy: The Priest and The Mayor,"Migrants in southern Italy, with starkly varying lives, get very different kinds of help.",Unknown
The Compass: Destination Europe: Turkey: The Lost Generation,How half a million Syrian refugee children are in need of an education,Unknown
Paris St-Germain president Nasser Al-Khelaifi on European Super League & FFP,"Almost a year on from the European Super League proposal, Paris St-Germain president Nasser Al-Khelaifi discusses the key issues affecting European football.",Unknown
Jonny Bell: European Cup winner returns to Ulster as defence coach,Ulster announce that European Cup-winning centre Jonny Bell will return to the province as defence coach this summer.,Unknown
Man who sent Marcus Rashford racist Euro 2020 final tweet jailed,"Justin Lee Price tweeted a ""clearly racist"" message to Marcus Rashford after the Euro 2020 final.",Man who sent Marcus Rashford racist Euro 2020 final tweet jailed Published 3 days ago Share IMAGE SOURCE REUTERS Image caption Rashford was targeted with abuse online after the final and a mural honouring him was also defaced A man who racially abused Marcus Rashford on Twitter after the striker missed a penalty in Englands Euro 2020 final shoot-out defeat has been jailed. The Crown Prosecution Service (CPS) said Justin Lee Price sent a clearly racist tweet to the Manchester United player after the loss in July 2021. The 19-year-old\s actions constituted a hate crime a CPS spokesman said. Price of Grandison Gardens Worcester was jailed for six weeks at Kidderminster Magistrates Court. He previously admitted one count of sending a grossly offensive message by a public communication network at a hearing on 17 March. Ruin the game The CPS said Price initially tried to avoid detection by changing his Twitter username after the post was reported. He then denied the offence in his first police interview following his arrest but later admitted posting the tweet when he was questioned by officers a second time. The spokesman said the tweet which included Rashford\s username saw Price swear use a racist slur and claim that his dead nan could have scored that. IMAGE SOURCE REUTERS Image caption Bukayo Saka who missed Englands last penalty also faced abuse online after the final Rashford and fellow players Jadon Sancho and Bukayo Saka were targeted with abuse online in the aftermath of the final. A mural honouring Rashford was also defaced in Manchester before being repainted and covered with messages of hope and support. Speaking after sentencing senior crown prosecutor Mark Johnson said Price had targeted Rashford based on the colour of his skin and his action was clearly racist and a hate crime. Those who racially abuse footballers ruin the game for all he said. I hope this case sends out the message that we will not tolerate racism and offenders will be prosecuted to the full extent of the law. Why not follow BBC North West on Facebook Twitter and Instagram? You can also send story ideas to northwest.newsonline@bbc.co.uk]
At Europe’s Helm: An Interview with Jean-Claude Juncker,Jean-Claude Juncker talks to Katya Adler about the future of the EU and Brexit.,Unknown
Europe: Scotland's Dilemma,Allan Little reveals what leaving the EU could mean for workers and businesses in Moray.,Unknown
UEFA EURO 2016,Darllediadau byw o gemau Cymru ym Mhencampwriaeth Euro 2016. Live coverage of Wales' Eu...,Unknown
"Carla Greene: Food prices, Eurovision's Sam Ryder and Lincoln hospital update (with Scott Dalton)",With an update on the closure of Lincoln's A&E at 1345 approx.,Unknown
Brexit: UK and EU to continue 'intensive' NI protocol talks,"The UK and EU agree on the ""need for progress in the interest of people in Northern Ireland"".",Brexit: UK and EU to continue intensive NI protocol talks By Jayne McCormack BBC News NI political correspondent Published 11 February comments Comments Share Related Topics EU-UK post-Brexit trade talks IMAGE SOURCE SIMON DAWSON / NO10 DOWNING STRE Image caption Liz Truss and Maroš Šefčovič met at Carlton Gardens in London on Friday The UK and EU will hold intensive discussions in the coming days after another round of negotiations between Liz Truss and her EU counterpart Maroš Šefčovič came to an end on Friday. The chief Brexit negotiator previously said fixing the Northern Ireland Protocol was an absolute priority. A joint statement indicated the pair had agreed on the need for progress in the interest of people in NI. They said they will keep in close touch. The UK foreign secretary and EU Commission vice president spoke via video-conference last week but no breakthrough was reached. A meeting of the Joint Committee the formal body overseeing the protocol will happen on 21 February. That will be the first such meeting of the committee in more than six months. The government has insisted it wants to reach a solution urgently after the collapse of the power-sharing executive at Stormont last week. The Democratic Unionist Party (DUP) withdrew Paul Givan as first minister as part of its ongoing opposition to the Irish Sea border. The party has argued that unless the arrangements are changed political institutions in Northern Ireland cannot continue as normal. Image caption Liz Truss said she wants to work with the EU towards solutions that deliver for people in Northern Ireland Ahead of the meeting Ms Truss said: Fixing the Northern Ireland Protocol is an absolute priority for me. We have a shared responsibility with the EU to work towards solutions as quickly as possible that deliver for the people of Northern Ireland. The protocol keeps Northern Ireland in the EUs single market for goods and EU customs rules are enforced at its ports. That arrangement has prevented a hardening of the Irish land border but it means new paperwork and processes when importing goods from Great Britain. Unionist politicians have criticised the arrangements and say the Irish Sea border undermines Northern Irelands position in the UK as well as causing difficulties for some businesses. It is slow-going The fact that a statement is joint would usually be taken as a good sign. But todays readout from the UKs Liz Truss and the EUs Maroš Šefčovič was also very brief - with a good chunk of the word count used up describing the logistics of the meeting rather than its actual substance. Rumours that the UK would use today to make a big new offer have been downplayed by both sides although I am told ideas are always being batted about. Customs is the area where there has been the most progress but it is slow-going. All eyes now turn to the joint committee on 21 February - where senior politicians and representatives will meet in Brussels. It is a moment to take stock and see what if anything can be formally agreed in this period of heightened political sensitivity in Northern Ireland ahead of the assembly elections in May. Greatest threat Speaking after an anti-protocol rally in Dromore County Down on Thursday night DUP leader Sir Jeffrey Donaldson said it was the single greatest threat to Northern Ireland\s place in the UK in a generation. The presence of trade barriers within our own country has the grave potential to succeed where decades of terrorism failed by driving an irrevocable wedge between Northern Ireland and other parts of the UK Sir Jeffrey said. IMAGE SOURCE PACEMAKER PRESS Image caption Sir Jeffrey Donaldson said the EU should act immediately to resolve the problems created by the protocol If the EU really care about political stability in Northern Ireland then they should act immediately to resolve the problems created by the protocol. The rally also featured TUV leader Jim Allister and Ulster Unionist assembly member Robbie Butler alongside Baroness Kate Hoey and former Brexit Party MEP Ben Habib. On Thursday former prime minister John Major described the protocol as arguably one of the worst pieces of negotiation we have seen in recent history. It is causing an enormous amount of trouble he said. Whether anyone deliberately misled about that I can\t say - certainly they were mistaken. But it does help if you sign treaties if you understand them before you sign them. IMAGE SOURCE PA MEDIA Image caption Former prime minister John Major described the protocol as arguably one of the worst pieces of negotiation we have seen in recent history On Wednesday Prime Minister Boris Johnson repeated his view that the government would trigger a mechanism to override part of the deal if a breakthrough cannot be reached. Article 16 allows either the UK or EU to temporarily suspend the protocol if it is deemed to be causing significant economic societal or environmental difficulties. Givan resignation triggers fresh political crisis Executive return difficult if protocol remains A simple guide to the Brexit border problem Over the past seven months the UK government has been attempting to renegotiate the deal. In July it proposed an arrangement in which goods from Great Britain which are due to stay in Northern Ireland would not be checked and would have minimal paperwork. Goods which are due to move onwards to the Republic of Ireland would be checked at Northern Irelands ports. The EU published its own proposals in October which it said would significantly reduce but not eliminate checks on goods. It has previously said that the easiest way to reduce checks would be for the UK to sign up to a Swiss-style agri-food agreement. That would involve all of the UK following the relevant EU rules something the government has said it could not accept.]
Republic boost Euro Under-21 qualifying hopes with 2-0 win in Sweden,Preview followed by live coverage of Tuesday's Euro Under-21 Qualifying game between Sweden U21 and Republic of Ireland U21.,]
Sarina Wiegman: England squad 'might be the group that's close' to the Euros,"England boss Sarina Wiegman says her squad for games in North Macedonia and Northern Ireland could be ""close"" to the group that will go to this summer's European Championship.",]
Sarina Wiegman: Latest England squad 'close' to Euros selection,"England manager Sarina Wiegman says her latest squad could be ""close"" to the group who will go to the Euros this summer.",]
"Potential for European Super League 'does not exist', says ECA chairman","The potential for a European Super League no longer exists, says European Clubs Association and Paris St-Germain chairman Nasser Al-Khelaifi.",]
The Documentary: Black Music in Europe: Black music in Europe: 1980-1990,Stories from the history of black music in Europe over the last four decades,Unknown
Opera on 3: Tchaikovsky's Eugene Onegin,From the New York Metropolitan Opera: James Gaffigan conducts Tchaikovsky's masterpiece,Unknown
World Business Report: EU aims to boost chip manufacture,"Seeking to counter a microchip shortage, the EU unveiled a plan to boost manufacturing",Unknown
World Business Report: Hungary and Poland lose EU funding fight,Hungary and Poland have lost their challenge at the European Court of Justice.,Unknown
"Fern Balch: UEFA Women's Euro 2022 breaks ticket records, W Series driver Jessica Hawkins & Week 1 Women's Six Nations","Supercharging your afternoon with news, guests, music, and Make a Difference stories.",Unknown
100 days to go: 'Euro 2022 will be harder to win than the World Cup',"With 100 days to go until England hosts Euro 2022, France midfielder Kenza Dali tells BBC Sport the tournament will be harder to win than the World Cup.",Unknown
Euro 2022: Wembley final set to break records,Tickets for the final of the Women's European Championship at Wembley in July sell out within an hour of going on general sale and could signify a record-breaking attendance.,Unknown
Ukraine crisis: European Clubs Association donates to Ukrainian clubs,"The European Clubs' Association has made a million euro (£840,000) donation to help Ukrainian clubs amid the invasion by Russia.",Unknown
Election Special: European Elections 2009,Presented by Jim Naughtie and Carolyn Quinn in London and Jonny Dymond in Brussels.,Unknown
European Election Results 2019,Chris Mason and Adam Fleming with coverage of the 2019 European election results.,Unknown
Climate change: EU moves to label nuclear and gas as sustainable despite internal row,"A highly controversial decision to class nuclear and gas power as ""green"" splits EU members.",Climate change: EU moves to label nuclear and gas as sustainable despite internal row Published 2 February Share Related Topics Climate change IMAGE SOURCE REUTERS Image caption Only some EU members use nuclear power - others are fiercely opposed Nuclear and natural gas energy plants could be counted as green energy under controversial EU plans just unveiled. The European Commission says it has decided that both types of energy can classify as sustainable investment if they meet certain targets. But the move has divided the EU and been fiercely opposed by some members. Austria\s chancellor responded to the news by saying nuclear power is neither green nor sustainable. I cannot understand the decision of the EU Karl Nehammer said. He said he would back his environment minister Leonore Gewessler in pursuing legal action at the European Court of Justice if the plans go ahead. This decision is wrong Ms Gewessler said. The EU Commission today agreed its greenwashing programme for nuclear energy and the fossil fuel] natural gas. Luxembourg has also said it will join in legal action. The EU has set itself a goal of becoming climate neutral by 2050 and the Commission argues that to get there a great deal of private investment is needed. Its proposals are meant to guide investors. 🇱🇺 strongly reaffirms its opposition to the inclusion of #nuclear & fossil #gas in the decision on #EUTaxonomy for sustainable finance of the @EUCommission. We will consider further legal steps together with 🇦🇹. @TimmermansEU @McGuinnessEU @KadriSimson @DieschbourgC @MinFinLux — Claude Turmes (@ClaudeTurmes) February 2 2022 The BBC is not responsible for the content of external sites. View original tweet on Twitter Spain too has strongly objected to the idea which was debated for months before being formally proposed on Wednesday. But those objections are balanced by support from nuclear-using nations such as France. Nuclear energy involves fewer carbon emissions but has different safety concerns and requires disposal of dangerous waste. Classifying natural gas as sustainable also has supporters who argue that some countries which still rely on coal for energy - such as Poland - would benefit from incentives to move to a relatively cleaner supply. Germany a powerful country in EU politics relies heavily on gas in its own energy mix though its environment minister Steffi Lemke has criticised the plans. Battle ahead EU officials were keen to stress that the change was not a requirement for any state or company to invest in gas or nuclear. It is instead a highly technical set of rules called the EU Taxonomy about what classifies as sustainable so that private investors can decide where to put funds the commission says. It also regulates what can be said to be environmentally friendly so that climate-conscious investors can make informed decisions. The list is supposed to recognise green projects that make a substantial contribution to at least one of the EU\s environmental goals while not significantly harming any of them. A really simple guide to climate change Greenhouse gas build-up hit new high in 2020 Fossil fuel production set to soar in next decade Commission officials point to the strict limits on what qualifies. For example natural gas generation is under a strict CO2 emissions limit and a requirement to switch to low-carbon gas by 2035. Nuclear power meanwhile must be in countries with clear plans and funding for dealing with nuclear waste. Critics however have accused the EU of so-called greenwashing - precisely what it says its classification system is supposed to avoid. But the decision to label both controversial industries as green is not yet final. In addition to the threat of legal action from Austria and Luxembourg the European Parliament and the council of heads of state have four months to consider the suggestion and object to it. IMAGE SOURCE EPA Image caption Commissioner Mairead McGuinness argues that every tool to reach climate targets must be used The bar is however relatively high. In order to block the commissions proposed plans either a majority of parliament members or at least 20 of the 27 national leaders are needed. Green parties which together with independents and others form one of the main power blocs in the European Parliament are fiercely campaigning against the plan. But European Commissioner Mairead McGuinness said we need to use all the tools at our disposal to reach the climate-neutral target. Private investment was key she said and the proposals were setting out strict conditions to help mobilise finance to support this transition away from more harmful energy sources like coal. Media caption What is climate change?]
Euro 2022: 100 days to go until England host Women's European Championship,"With just 100 days to go until Euro 2022, here is everything you need to know about the tournament.",]
UEFA Euro 2020,Ymunwch â Dylan Ebenezer a chriw S4C ar gyfer darllediadau byw o bob gêm Cymru yn ystod...,Unknown
Euro 2020,"It's been a long wait, but it's here. 24 nations face off in 11 cities across Europe.",Unknown
Women's Euro 2022,"Coverage of the Women's European Championship, being staged in England.",Unknown
Michael Palin's New Europe,Michael Palin explores European countries that were once behind the Iron Curtain.,Unknown
EURO Underdogs Mawr y Rhai Bychain,"Cyfle i glywed straeon y gwledydd bychain sydd wedi creu swn mawr, yn cynnwys Cymru yn ...",Unknown
Alan Shearer's Euro 96: When Football Came Home,Documentary in which Alan Shearer looks back at Euro 96.,Unknown
The Euros - Radio 1's Final Countdown,The countdown to the big match is on!,Unknown
Athletics: European Team Championships,Coverage of the European athletics event,Unknown
Wales Euros Party with Katie Owen,"After the game, Katie Owen brings you the biggest tunes to keep the Euros party going.",Unknown
The Euros: Wales v Denmark Live,Coverage of Wales' game as they aim for the quarter finals.,Unknown
Swimming: European Championships,Coverage of the swimming competition,Unknown
Eurovision at 60,Hosts and competitors tell the story of the greatest and maddest song contest on earth.,Unknown
The Euros: Italy v Wales Live,Ian Hunt introduces live commentary of Italy v Wales (kick off 5 PM).,Unknown
Ashley Williams' Euros Breakfast,Ashley Williams and guests discuss and debate Wales' performance in Euro 2020.,Unknown
The Euros: Wales v Switzerland Live,Live commentary of Wales v Switzerland.,Unknown
Gymnastics: European Championships,Coverage of the gymnastics competition,Unknown
Radio 2 Celebrates Eurovision,"The UK's All-Time Top 50, a mixtape from 2012 winner Loreen, and more specials.",Unknown
Only An Excuse? Euros Special,"A comic look at Scotland’s historic quest for qualification, starring Jonathan Watson.",Unknown
Euros Breakfast Show,Kickstart your morning with the latest on Scotland and the Euros.,Unknown
Eurovision 2021: The Road to Rotterdam,"An exclusive, behind-the-scenes look at the build-up to the 2021 Eurovision Song Contest.",Unknown
European Aquatics Championships,Coverage of the European Aquatics Championships.,Unknown
Scotland at the Euros,Our wait is over...,Unknown
Eurovision Piano Request Show,BBC Moscow correspondent Steve Rosenberg is live at the piano for his annual request show.,Unknown
Rowing: European Championships,Coverage of the international rowing regatta.,Unknown
Cofio Euryn,"Rhaglen deyrnged i'r diweddar Euryn Ogwen Williams, a fu'n allweddol wrth sefydlu a dat...",Unknown
Your Money And The Euro Crisis,How is the euro crisis affecting our pockets? We answer your questions.,Unknown
Christmas around Europe,A day of concerts from around Europe to celebrate Christmas.,Unknown
Euros Rewind,Another chance to watch classic Euro football matches.,Unknown
Ken Bruce's Ultimate Eurovision Chart,Ken Bruce plays the top 40 favourite Eurovision winning songs chosen by Radio 2 listeners,Unknown
Europe's Biggest Dance Show,Radio 1 joins forces with stations across Europe for one massive Stay Home dance party.,Unknown
Chwilio am Seren Junior Eurovision,Fformat newydd sbon ar gyfer S4C a chyfle i ddarganfod perfformiwr/perfformwraig ifanc ...,Unknown
Crouch’s Euro Fest 2020,"A live post-match festival where the worlds of comedy, entertainment and football combine.",Unknown
lastUpdated: ,2022-04-03 12:03:47.290286,with userQuery: EU
