title,summary,contents 
From Our Own Correspondent: Ukraine: The War in the Countryside,Stories of what happened when Russia's invasion reached Ukraine's villages.,Unknown
Ukrainecast: Russia's New Commander,The man involved in Syria is now reported to be running operations in Ukraine,Unknown
Cocaine worth £302m found in Southampton is 'largest in UK',The drugs from Colombia are seized at Southampton Docks and weigh about 3.7 tonnes.,Cocaine worth £302m found in Southampton is largest in UK Published 7 days ago Share Related Topics County lines drugs trade IMAGE SOURCE BORDER FORCE/NCA Image caption Over 3.7 tonnes of cocaine was found in boxes of bananas A monumental seizure of cocaine found in a shipment of bananas has been called the UK\s biggest since 2015. The drug with a potential street value of £302m was found within five pallets of bananas at Southampton docks on 17 March. Home Secretary Priti Patel said it was the largest seizure of cocaine in the UK since 2015. Border Force said the cocaine hydrochloride - used to make crack cocaine - weighed about 3.7 tonnes. Ms Patel said: It should serve as a warning to anyone trying to smuggle illegal drugs into the country that we are out to get them. IMAGE SOURCE BORDER FORCE/NCA Image caption The container of bananas had arrived in Southampton from Colombia The container of 20 pallets of fresh bananas had recently arrived from Colombia and was targeted for examination by Border Force and NCA officers. Peter Stevens NCA regional head of investigations said: This was a monumental seizure of cocaine with a street value of around £300m. The organised crime group behind this importation has been denied massive profits which it would have ploughed back into more offending. There\s no doubt some of this cocaine would have been cut up and sold across UK streets feeding crime and misery in our communities. Follow BBC South on Facebook Twitter or Instagram. Send your story ideas to south.newsonline@bbc.co.uk.]
Norfolk MP Duncan Baker welcomes Ukrainian mother and son,"The mother says she feels ""relieved"" to be safe but worried about those back home.",Norfolk MP Duncan Baker welcomes Ukrainian mother and son Published 3 hours ago Share Related Topics Russia-Ukraine war IMAGE SOURCE QAYS NAJM/BBC Image caption Anna Kolomiichuk and her son are staying with North Norfolk MP Duncan Baker A Ukrainian mother whose son was rescued from one of the first cities invaded by Russian troops has been welcomed into the home of a Norfolk MP. Anna Kolomiichuk and her son are staying with Conservative North Norfolk MP Duncan Baker. Before fleeing Ukraine her husband had rescued their son from Melitopol where he had been staying with her parents. Mrs Kolomiichuk said she was relieved to be safe but worried about people such as her husband still in Ukraine. Ukrainian mum feels lucky to be at Suffolk farm Family reunited as mother and daughter flee Ukraine Plan to host Ukrainian refugees in council offices She said she cannot find words to express how awful it is in Ukraine. The hardest thing to see is that there are people who don\t believe this is really happening who think it\s fake Mrs Kolomiichuk said. It is real and no matter what the news says. We have families friends living in cities that have been bombed. Even though we are safe here and I would love to try to live a normal life there\s still part of me that\s still in Ukraine and of course I worry about people who are there - lots of friends who decided to stay there or couldn\t leave. IMAGE SOURCE QAYS NAJM/BBC Image caption Ms Kolomiichuk seen with her son playing a game with Mr Bakers daughters said she has been made to feel welcome She said she was terrified when her son was staying with her parents in Melitopol at the start of the war. We didn\t know whether we should drive to Melitopol right away but there were explosions and a shortage of fuel already. Everyone was terrified. She said it was a really big risk for her husband to drive there but one he had to take. Back in my home town of Holt today visiting stall holders raising hundreds of pounds for the Red Cross 🇺🇦 Ukrainian appeal. Amazing what Roger and Maureen Seekings have done. Anna and Sviatik throughly enjoyed meeting you all. pic.twitter.com/a58pIy5rBp — Duncan Baker (@duncancbaker) April 10 2022 The BBC is not responsible for the content of external sites. View original tweet on Twitter Mrs Kolomiichuk is one of 500 refugees to be placed in Norfolk where she said she has had so much support. She said she has been made to feel at home by Mr Baker and his family. Mr Baker said: We are here to help and support them as much as possible and at the moment we just want to put a little joy back into their lives. Find BBC News: East of England on Facebook Instagram and Twitter. If you have a story suggestion email eastofenglandnews@bbc.co.uk Related Topics Russia-Ukraine war Duncan Baker Ukrainian refugees]
2+2 talks: How India and US agreed to differ on Ukraine war,The countries showed willingness to understand their differing stands on Russia's invasion of Ukraine.,2+2 talks: How India and US agreed to differ on Ukraine war By Vikas Pandey BBC News Delhi Published 4 hours ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption Mr Modi and Mr Biden held a virtual meeting on Monday Indian Prime Minister Narendra Modi and US President Joe Bidens virtual meeting came on the back of their differing stands on Ukraine. Days before their meeting Mr Biden had called India\s stand somewhat shaky and one US official had warned that India had been informed that the consequences of a more explicit strategic alignment with Moscow would be significant and long-term. But India stood firm in its stand despite what appeared to be growing pressure from the US. Delhi continued to promote dialogue to end the war. It didnt criticise Russia directly but chose some strong words about the need to respect the sovereignty of each nation. In that backdrop the leaders summit - which was not planned and was requested by the White House - is significant for geopolitical developments. It was followed by the planned annual 2+2 Dialogue between Indian Foreign Minister S Jaishankar Defence Minister Rajnath Singh and their US counterparts Antony Blinken and Lloyd Austin in Washington. Its evident from the statements that both sides have shown willingness to understand each others positions on Ukraine. Pratyush Rao director for South Asia at Control Risks consultancy said the visit came at a sensitive time for the relationship. IMAGE SOURCE GETTY IMAGES Image caption Mr Modi shares good relations with Russian President Vladimir Putin This was a visible reaffirmation at the highest levels by both sides to the bilateral relationship amidst all the media speculation about deepening strains over the Ukraine conflict. The message was yes we do differ on Russia and will unlikely bridge the gap but won\t allow it to derail wider co-operation in the Indo-Pacific either he added. While PM Modi and his ministers reaffirmed their stated policy of non-alignment on Ukraine Mr Biden and his ministers appeared more understanding of Delhis position - a marked shift from some earlier strong statements of Washington officials. Mr Blinken said India has to make its own decisions about how it approaches this challenge. He also noted that India had issued strong statements at the UN and it had called for an independent investigation into the killings of civilians in Ukraine\s Bucha. In a candid remark he said India\s relationship with Russia has developed over decades at a time when the United States was not able to be a partner to India. IMAGE SOURCE GETTY IMAGES Image caption Many Ukranian towns have been destroyed in the war He added that times have changed and the US was willing to be a partner of choice with India across virtually every realm - commerce technology education and security. Former Indian diplomat Anil Triguniyat said this statement showed that the US has understood Indias position in a broader geopolitical context. Both sides have too much to lose if the bilateral relations are strained. Their relationship is rich and the meetings just reaffirmed that he added. Beyond Ukraine the two sides also reaffirmed their commitment in continuing co-operation in the Indo-Pacific and also in the trade defence and security sectors. IMAGE SOURCE GETTY IMAGES Image caption Ukraine has also accused Russia of indiscriminate shelling of its cities The US said it saw India as a net provider of security in the region. China is seeking to refashion the region and the international system more broadly in ways that serve its interests Mr Blinken said. Both the US and India agree on playing a bigger role in the region to counterbalance Chinas growing influence. India has a long disputed boundary with China. Their troops were involved in deadly clashes in the Galwan valley in 2020 that resulted in the deaths of 20 Indian soldiers. China said later it lost four troops in the clash. Ukraine looms large over Biden-Modi talks Why India is not criticising Russia over Ukraine What Putins India visit means for world politics Mr Jaishankar acknowledged that the Quad - which includes India the US Japan and Australia - had emerged as a powerful force for global good and its elevation benefits the entire Indo-Pacific. Mr Rao said India reposing its faith in the Quad was significant. Russia Indias time-tested ally has criticised the Quad and called it a forum to target China. Both Moscow and Beijing have become closer and often jointly taken stands against the West. In that context Mr Rao said that the Indian foreign ministers public and unequivocal endorsement of the Quad was important and will likely resonate among his audience in Washington. Defence ties Washington also acknowledged that Russia is Indias biggest defence supplier - accounting for more than 50% of its imports. In contrast the US was Indias second-largest supplier between 2011 and 2015 after Russia but fell behind France and Israel in the period between 2016 and 2021. Former Indian diplomat Jitendra Nath Misra said India continued to import from Russia because it got good value for money and crucially transfers of technology in some areas. The US needs to give commitments on technology transfers to be able to get a bigger share of India\s defence imports he said. IMAGE SOURCE GETTY IMAGES Image caption A Russian S-400 anti-aircraft weapon system in Crimea Defence Minister Singh talked about PM Modi\s Make in India campaign and invited US defence companies to set up shop in India. But there hasnt been any big-ticket announcement on this. However a significant measure was announced about the two countries jointly developing air-launched unmanned aerial vehicles. More such measures are needed to address India\s defence needs and help reduce its dependence on Moscow Mr Misra added. But the crucial issue of Indias acquisition of Russias S-400 missile defence system remains unsolved. IMAGE SOURCE GETTY IMAGES Image caption The leaders meeting was held at the request of the White House The purchase has come under the Countering Americas Adversaries Through Sanctions Act (Caatsa) which was introduced in 2017 to target Russia Iran and North Korea with economic and political sanctions. It also prohibits any country from signing defence deals with these nations. Mr Blinken said the US had not made a determination regarding potential sanctions or potential waivers under the CAATSA law. There was also a veiled suggestion to India when Mr Blinken said the US was asking countries to avoid major new transactions for Russian weapons systems. Mr Triguniyat says the ambiguity over the S-400 showed that the US wanted to keep its options open but it doesnt want to rock the boat at the moment. Its clear that there is a lot more ground to cover for the US to replace Moscow as Indias largest defence supplier. Meanwhile Mr Blinken also talked about India\s human rights record saying the US was monitoring some recent concerning developments in India including a rise in human rights abuses by some government police and prison officials. The Indian ministers didnt respond to this but analysts say Democrats including former president Obama have raised such issues in the past. The statement may have caused discomfort to Indians but analysts say its unlikely that the issue will become a major irritant in the relationship. Energy and trade Indian companies have been trying to circumvent sanctions to take advantage of the discounted oil prices being offered by Russian firms. When this question was put to Mr Jaishankar he denied that India was ramping up its oil imports from Russia. I suspect looking at the figures probably our total purchases from Russia] for the month would be less than what Europe does in an afternoon. So you might want to think about that he said. The US has steadily increased its export of crude oil and refined petroleum products to India - accounting for 15% of India-US trade which stood at $113bn in 2021. The two countries believe that there is vast potential to take the bilateral trade to $500bn in the future. The two sides announced a series of measures including restarting the US-India Commercial Dialogue and the US-India CEO Forum to improve trade ties.]
DJ Target,Target has 1Xtra's ultimate guide to brand new music.,Unknown
1Xtra's Rap Show with Tiffany Calver,Hip-hop heat and heavy hits.,Unknown
Kenny Allstar,The sounds of the streets...,Unknown
Diesel delivery highlights UK dependence on Russia,Russia supplies nearly a fifth of UK diesel - the UK says it will stop imports by the end of the year.,Diesel delivery highlights UK dependence on Russia By Ben King Business reporter BBC News Published 3 April Share IMAGE SOURCE ALAMY On Saturday afternoon a bright red tanker carrying 33000 tonnes of Russian diesel sailed up the Thames and delivered its cargo in Grays Essex. Its arrival - which doesnt violate sanctions - highlights the UKs dependence on Russia which supplies nearly a fifth of the countrys diesel. The UK has pledged to stop importing Russian diesel by the end of the year: until then the deliveries continue. Russian-owned or flagged vessels are now banned from UK ports. But the STI Comandantes journey from Primorsk on the Baltic sea does not flout the Ukraine-related sanctions on Russia because the ship is owned by the US firm Scorpio Tankers and flies the flag of the Marshall Islands a nation in the Pacific Ocean. Some shipping lines including the global giants Maersk and MSC have chosen to suspend most deliveries to and from Russia. Others have decided that as long as the trade is still legal and safe they will continue. Its a controversial choice. “This shipment of diesel along with the other fossil fuels that have been allowed to enter the UK since Russia’s invasion of Ukraine is filling Putin’s coffers and helping to fund the war. It has to stop” said Emily Armistead programme director at Greenpeace UK. Greenpeace has set up an automated tracker to monitor movements of tankers leaving Russia loaded with oil and diesel. The STI Comandante was chartered by ST Shipping a subsidiary of the commodity giant Glencore. Glencore doesnt necessarily own the diesel on board though - it may well have been bought and sold many times while the boat was on the water. Diesel prices rising faster than petrol Phasing out Russian oil will be extremely hard and diesel will be particularly difficult. Russia supplies 8% of the UK’s oil needs but 18% of its diesel according to government figures. Diesel is essential to a modern economy. Besides fuelling more than a third of UK cars it powers trucks buses some trains farming and construction equipment and is used for generating electricity. The Ukraine crisis has led to a shortage of diesel across Europe which depends on Russia for about half of its diesel imports. This shortage has been reflected in the prices that drivers pay for diesel at the pump which have been rising faster than petrol prices. The average price of diesel in the UK has risen 18% since the start of February to 177p a litre while the average cost of unleaded has risen by 11% according to RAC Fuel Watch. The faster rise “reflects the fact that the biggest immediate problem at the moment for the end user is diesel” said Neil Crosby senior oil analyst at OilX. Other countries including the US and Germany have also seen sharply rising diesel prices. The world faces a diesel shortage Diesel supplies were tight before the crisis began as demand for oil bounced back after pandemic lockdowns faster than producers could keep up. “Stocks of lots of fuels are relatively low but diesel in particular in Europe in the US and in Asia as well. The demand for diesel has been very strong up until the crisis and that also contributed to that. There’s just an imbalance between supply and demand said OilX’s Mr Crosby. Finding alternative supplies to replace the diesel Britain buys from Russia will be made harder because many other countries around the world are also trying to wean themselves off Russian energy supplies at the same time. There is no suggestion of pumps in the UK imminently running dry. But last week the boss of one of the world’s biggest trading groups warned of possible diesel shortages around the world. The diesel market is extremely tight and we\re possibly heading to stock-outs. Europe can probably afford to pay. The problem is what happens to Africa and Latin America Jeremy Weir the chief executive of Trafigura said on 22 March according to the Reuters news agency. Glencore and Scorpio Tankers declined to comment.]
"Ukraine: Our parents wouldn’t leave Bucha, then Russia moved in","Sisters Lesia and Galya lost touch with their parents, who did not want to flee their hometown, Bucha.",]
Global News Podcast: Austria pessimistic after Putin talks on Ukraine,Chancellor Nehammer said he went to Moscow to confront the president with the facts,Unknown
Ukraine war could worsen crises in Yemen and Afghanistan,"While the world focuses on Ukraine, the UN warns humanitarian needs elsewhere are also growing.",Ukraine war could worsen crises in Yemen and Afghanistan By Imogen Foulkes BBC News Geneva Published 13 hours ago Share Related Topics Russia-Ukraine war IMAGE SOURCE WFP Image caption The WFP estimates 20.7 million people in Yemen need humanitarian assistance in 2022 Don\t make us take food from children that are hungry to give to children that are starving pleads the United Nations World Food Programme (WFP). Soaring food and fuel costs together with budget cuts in some traditional donor countries have forced the WFP to halve the amount of food it is giving to millions of people in Yemen Chad and Niger. In December 2021 the UN made a record appeal for $41bn (£31bn) to help 273 million people this year. As aid workers stress these are not people who will be made a bit more comfortable by help from the UN. They are people particularly children who will probably die without it. But that appeal was made before Russia invaded Ukraine. Both countries used to sell grain to the WFP. Back then Ukraine was a supplier not a country in need of humanitarian assistance as the WFPs Geneva director Annalisa Conte points out. Food shortages In the first month of the war the WFP reached a million people inside Ukraine. But its supply of Ukrainian grain destined to feed some of the hungriest on the planet has dried up. Meanwhile many African countries while not dependent on UN aid import grain from Ukraine. Somalia gets more than 60% of its grain from Ukraine and Russia while Eritrea gets nearly 97% of its wheat from Ukraine. They now have to bid against Europeans and North Americans on the international market in search of food. Jan Egeland former head of UN emergency relief and now with the Norwegian Refugee Council describes this as a catastrophe for the poorest parts of the world. They will starve he says. Selective aid? This March in the hope of reminding donors of the continued needs in Yemen and Afghanistan the UN launched emergency flash appeals. IMAGE SOURCE WFP Image caption Malnutrition is on the rise in Afghanistan UN Secretary General Antonio Guterres warned that Afghans were selling their children and their body parts in order to feed their families. But the flash appeal for Afghanistan achieved about half of what the UN asked for. A similar appeal for Yemen which the UN says is the worlds worst humanitarian crisis got less than a third. What is the World Food Programme? How much aid is getting into Afghanistan? Although aid workers dont like to say it publicly there is an uneasy feeling that traditional donor countries in Europe who in recent weeks have raised record sums for Ukraine and offered tens of thousands of places in their homes for Ukrainian refugees are being somewhat selective about who they help. There is no question that vulnerable civilians in Ukraine deserve all our compassion and the outpouring of generosity that we have seen says Robert Mardini director general of the International Committee of the Red Cross. But he adds there is a long list of unresolved conflicts elsewhere that continue to unfold day in day out. The crises in Afghanistan Yemen and Syria among others have only got worse since the Ukraine war. Jan Egeland admits aid agencies feel overstretched underfunded overwhelmed like never before. Compassion for all The generosity towards Ukrainians who have fled their homes has been welcomed by the UN Refugee Agency. But aid workers also know that until quite recently many European countries among them Hungary and Poland were pushing Syrian refugees back across their borders. IMAGE SOURCE REUTERS Image caption More than four million people have fled Ukraine to neighbouring countries because of the Russian invasion The refugee agencys Shabia Mantoo thinks the Ukraine war could be an opportunity for the world to come to a better understanding of what it is to be a refugee or to be a neighbouring country like Lebanon Uganda or Turkey hosting hundreds of thousands of people. She hopes the countries now throwing their doors open to Ukrainian refugees will extend that solidarity that compassion to all others in a similar situation. Tough year ahead But even if this crisis does cause a surge in global solidarity aid agencies know this will be a very difficult year. The fact that Russia a permanent veto-wielding member of the UN Security Council is the aggressor in this latest war will probably make the delivery of aid more complicated. The UN needs co-operation between Russia and the West for example for cross-border deliveries to Syria. But this relationship is now in the deep freeze as Jan Egeland puts it. Meanwhile food and fuel prices are set to rise still further while wealthy countries are looking to balance their books after spending tens of billions on their Covid recovery programmes. Its a perfect storm aid workers say which shows once again that humanitarian aid is never a solution and usually only an inadequate sticking plaster on the gaping wound of war. Peace is the precondition to everything else says Annalisa Conte.]
Ukraine: The bride who fled to India from Kyiv with a coffee machine,"Anna Horodetska fled to India from Kyiv, with just a couple of T-shirts and a coffee machine.",Ukraine: The bride who fled to India from Kyiv with a coffee machine By Geeta Pandey BBC News Delhi Published 14 hours ago Share Related Topics Russia-Ukraine war IMAGE SOURCE ANUBHAV BHASIN Image caption Anna and Anubhav married in an intimate ceremony on Sunday Last month as bombs rained down on Ukraines capital Kyiv Anna Horodetska locked up her rented apartment and fled to India carrying just a couple of T-shirts and a coffee machine - a wedding present from her grandmother. When the 30-year-old who worked in an IT company arrived at the Delhi airport on 17 March she was welcomed by Anubhav Bhasin the 33-year-old lawyer shed been dating for just over a year. As drummers beat out celebratory tunes Anubhav went down on one knee and proposed to her and placed a ring on her finger when she said yes. On Sunday the couple were married in an intimate ceremony in the Indian capital. Later this month they will register their wedding in court to make it legally valid. Anna\s one-year visa states the purpose of her India visit is to marry Anubhav Bhasin. The couple met in August 2019 by chance in a bar while she was on a solo trip to India. They exchanged numbers followed each other on Instagram and the rest as they say is history. Their relationship took shape over different continents separated by geography meeting plans disrupted by the pandemic quarantine rules and flight restrictions and finally the Russian invasion of Annas homeland. By the end of the 2019 we were talking a lot says Anubhav. In march 2020 Anna visited India again along with a girlfriend and Anubhav took them on a road trip to Agra - to see the Taj Mahal the monument of love - and the desert state of Rajasthan. IMAGE SOURCE ANUBHAV BHASIN Image caption Anubhav went down on one knee at the Delhi airport to propose to Anna As India went into a sudden lockdown he invited them to stay at his family home in Delhi. It was during that time that we grew very close we realised we liked each other. We now knew this was more than a fling. After she returned to Kyiv we kept in touch through daily video calls he says. Their next meeting in February 2021 in Dubai he adds was a pivotal moment in our relationship when we realised that we had to find a way to take it forward. Things moved fast after that - in August he visited her in Kyiv and in December she came back to India. On the last day of my visit Anubhav\s mother suggested we get married in March. We were discussing marriage at some point but it was surprising that it had come so soon. But I thought why not just go for it says Anna. Anubhav is Hindu and Anna is Christian so their wedding would have to be registered in court under a special law and the formalities could take more than a month says Anubhav. So the couple decided that she would come to India at March-end to start the process and move to India for good a few months later. IMAGE SOURCE ANUBHAV BHASIN Image caption Anna and Anubhav at their Delhi home with the coffee machine - the real hero of their love story But then came the war. We knew that diplomacy had failed but we still thought war could be averted says Anna. Many of us also believed that the attacks would be concentrated on the border and that Kyiv would be safe. But on 24 February I woke up to the sound of bombing and my first thought was Am I dreaming? Then I saw messages from Anubhav and others confirming that we were under attack she adds. Many of the people she knew started packing their belongings and friends advised her to do the same. As shelling intensified the next day she moved to a bunker with her mother and her dog. It was filled with people. There was a curfew and we weren\t allowed to leave the bunker but I had to go out to breathe and walk the dog. The city was filled with the smell of smoke and the sky was so red she says. The girl who wouldn’t leave Ukraine without her dog Indian student killed in Ukraine as he bought food Days before Russia started bombing Ukraine Anubhav had been asking her to leave because he felt war was imminent but Anna was reluctant to leave without her dog. But on the morning of 26 February when she decided to leave Anubhav tried to dissuade her. By then things had become really bad he says. There was frequent shelling and the train station was far away and there were no taxis to take them. I was scared that she would be out on the street and there was a lot that could go wrong. So I told her it would be safer to stay in the bunker. But the next morning she found a taxi and managed to reach the station. After putting her mother and her dog on a train to her grandmothers village she boarded a train to Lviv on the western border. The trip out of Ukraine took her first to Slovakia then to Poland - where she waited for two weeks while Anubhav worked with the Indian embassy to organise her visa - and finally to Helsinki in Finland for her flight to Delhi. I couldn\t sleep a wink on the flight. I was stressed out. Even though we weren\t flying over the conflict zone I was worried that the plane might get hit by a rogue missile and we would crash. IMAGE SOURCE ANNA HORODETSKA Image caption Anna says once the war is over she will go back to Kyiv to pick up her dog On the morning of 17 March when she landed in Delhi there was a text waiting for her from Anubhav - it said he was running a bit late. I was super annoyed she told me. I was exhausted. I just wanted to go home and sleep. But when I came out he was there with music and balloons. As a dozen of Anubhavs friends cheered many strangers joined in clapping and filming a scene that seemed straight out of a Hollywood romance. I had not expected this because Anubhav is generally a very practical person but it was a pleasant surprise for sure says Anna. As the couple now get married and start a new life together Anna says once the war is over she will return to Kyiv to wrap up things and pick up my dog. In their heart-warming love story though they say the real hero is the coffee machine. A few months back when I told my grandmother about my wedding plans she gave me some money for a present says Anna. Since Anubhav loves his espressos I decided to buy us a coffee machine. And when I left Kyiv I had to bring it with me. Anubhav was saying don\t bother we\ll get one here but in my head I was thinking if I couldn\t go home soon then what would happen? Adds Anubhav: Anna is a trained make-up artist but she left behind her really expensive make-up to bring this coffee machine here. I think this machine is the real hero of our love story. Media caption Watch: Indian students on the trauma of escaping Ukraines war]
"Ukraine war: UK will not rest until justice is done, says Johnson","Boris Johnson says mass graves being found was ""sickening"" and those responsible must be held to account.",Ukraine war: UK will not rest until justice is done says Johnson By Malu Cursino BBC News Published 4 April comments Comments Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Prime Minister Boris Johnson has said we will not rest until justice is done amid further evidence of continued atrocities in Ukraine. Distressing images of civilian bodies in the streets of Bucha near Kyiv have led to international outrage over Russias actions. Foreign Secretary Liz Truss has called for Russia to be suspended from the United Nations Human Rights Council. She has also pushed for tougher international sanctions on Russia. In a news conference in the Polish capital Warsaw Ms Truss said: What we have seen in the streets of Irpin and Bucha are scenes that we will never forget. We have seen butchery evidence of rape and sexual violence as well as the indiscriminate killing of civilians. She added: We are clear that after these appalling crimes Russia has no place on the Human Rights Council. A senior Westminster source has told the BBC the government is considering further action against Russian soldiers as individuals. Officials are looking at further sanctions that could target captains majors and colonels in the Russian military. It is understood this additional pressure could also include looking at ways to hold Russian soldiers legally accountable. Civilians massacred near Kyiv: What we know so far Could Putin be prosecuted for war crimes? Fact-checking Russian claims about Bucha killings Mr Johnson has said the UK will not stand by whilst this indiscriminate and unforgivable slaughter takes place. He added: We are working to ensure those responsible are held to account. We will not rest until justice is done. Ukrainian authorities said the bodies of 410 civilians have been found in the areas around Kyiv so far. Russia without evidence has said the photos and videos were a staged performance by Ukraine. Ms Truss reiterated the prime minister\s comments saying that the UK will not rest until these criminals are brought to justice. She said it\s very clear war crimes have taken place and the UK is taking the maximum approach on sanctions nothing is off the table. Ms Truss added that Nato needs to use a meeting this week to step up support and sanctions. She said these measures should include more countries banning Russian ships from ports sanctions on more banks and other sectors. In addition to this she said countries should set out a clear timetable for eliminating Russia energy use. War in Ukraine: More coverage LIVE: Latest updates from Ukraine MARIUPOL: My son hides bread afraid there wont be food SAVED: Twins and mother have sight restored after bombing WATCH: Our beautiful Ukraine before the war READ MORE: Full coverage of the crisis Ms Truss met with Ukraines Foreign Secretary Dmytro Kuleba in Poland ahead of key G7 and Nato talks. Also speaking at the news conference in Warsaw Mr Kuleba said: What you have seen the horrors that we have seen in Bucha are just the tip of the iceberg of all the crimes that have been committed by the Russian army in the territory of Ukraine so far. The foreign secretary will also hold talks with her Polish counterpart Zbigniew Rau on Tuesday. She has pledged a £10m civil society fund for Ukraine including support for organisations dealing with sexual violence following reports of Russian forces sexually assaulting people in Ukraine as a way of terrorising the population. IMAGE SOURCE GETTY IMAGES Image caption Liz Truss gave a news briefing with her Ukrainian counterpart Dmytro Kuleba in Warsaw Ms Truss has said Russia\s President Vladimir Putin is yet to show he is serious about diplomacy. She said a tough approach from the UK and our allies is vital to strengthen Ukraine\s hand in negotiations. She added the UK would do more to ramp up the pressure on Russia and keep pushing others to do more. The BBCs Reality Check team and BBC Monitoring have been investigating Russias claims about the killings carried out in Bucha. Ukraine has accused Russia of deliberate massacre but Russia has crticised a staged provocation by Ukraine. The Kremlin claims the evidence seen by the BBC and several news outlets is inaccurate on three grounds: The staged video shows fake dead bodies in Bucha The bodies that are dead have not stiffened Not a single local resident has suffered from any violent action Media caption Debunking Russian claims about Bucha killings On Sunday Mr Johnson said Russia\s despicable attacks on innocent Ukrainian civilians in Bucha and Irpin were yet more evidence of war crimes. US President Joe Biden has repeatedly called Mr Putin a war criminal and has recently said he should face a trial over the killings in Bucha. Mr Biden said he was also seeking more sanctions against Russia over the atrocities. Mr Johnson spoke to Ukrainian President Volodymyr Zelensky over the weekend. Following their conversation on Saturday evening Mr Zelensky said there would be a new package of very very tangible support. THE GREATEST BOXER IN HISTORY: The incredible life of Muhammad Ali... THE BEST AT BEING BAD: Celebrating the British actors are who so good at being bad]
Ukraine war latest news: Pressure builds on Donbas as new Russian assault looms,Ukrainian officials say Russia is moving troops as it moves the focus of its offensive to the east of the country.,]
South Yorkshire circus performers caught up in Ukraine war,Many members of South Yorkshire's Circus Cortex troupe are Ukrainian and are now trapped there.,South Yorkshire circus performers caught up in Ukraine war Published 20 hours ago Share Related Topics Russia-Ukraine war IMAGE SOURCE CIRCUS CORTEX Image caption Many of South Yorkshire-based Circus Cortexs performers have been caught up in the Ukraine war A Yorkshire-based circus troupe has been forced to delay its latest tour of the UK after many of its performers were caught up in the war in Ukraine. More than 80% of South Yorkshires Circus Cortex are Ukrainian. Boss Irina Archer said suspension of UK work visas and the conscription of men into Ukraines military had stopped some members returning to the UK. Ms Archer who said she was half-Ukrainian and half-Russian described the war as unbearable. She said the performers had gone home over the winter to see their families and to renew their work visas and were then trapped when Russia invaded Ukraine in February. The Home Office had since frozen work visa applications from people in Ukraine Ms Archer added. Just unbearable She said he had kept in touch via messaging and video chats with some of the troupes performers stuck in Ukraine. One man who performed as a clown for Circus Cortex had been drafted into the Ukrainian army and was now using his talents to entertain children in the breaks between fighting Ms Archer said. On the day the Russian invasion started Ms Archer said she watched in disbelief as her circus artists in Ukraine texted her to say the war was under way. The whole thing is just unbearable she said. The fact that Russia are involved in Ukraine is like the mum is fighting with dad. Nearly every Russian has Ukrainian relatives one way or another. They managed to co-exist up until 2014 without any problems. Image caption Irina Archer said she hoped 12 Ukrainian performers would be joining the UK-based circus The circus had since found 12 alternative Ukrainian performers around the world who had already escaped the country she added. They were now heading for the UK under the Home for Ukraine scheme which allows UK families to sponsor Ukrainian refugees and provides a place for them to live. Ms Archer said she was personally taking in four people and following a post on social media several families in South Yorkshire would be housing the others. Using the Home for Ukraine scheme would also protect those performers who would be unable to return to their war-torn homeland after the circus tour ended she added. We think the fair thing for them to do is have the same visa all the other refugees are having Ms Archer said. The latest government figures show that 98 sponsorship visas have so far been issued in South Yorkshire. The Circus Cortex UK tour which was due to start on 8 April is now expected to start in Sheffield on 25 May. Follow BBC Yorkshire on Facebook Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk or send video here.]
Ukraine war: Desperate mother writes details on toddler's back,Sasha Makoviy wrote her daughter's name on her skin in case her family were killed fleeing Kyiv.,Ukraine war: Desperate mother writes details on toddlers back Published 15 hours ago Share Related Topics Russia-Ukraine war IMAGE SOURCE SASHA MAKOVIY A mother who scrawled contact details on her two-year-old daughters back while fleeing Ukraine has described to the BBC her desperation in that moment. Sasha Makoviy said she wrote little Viras name age and some phone numbers on her in case the family were separated or killed while fleeing Kyiv. In case of our death she could be found and would know who she is Ms Makoviy explained. The family are now in France where they feel surrounded with love and care. After arriving Ms Makoviy posted a photo of the writing on Viras back to Instagram and the image has since gone viral. It was the first day of the war and we were preparing everything to flee from Kyiv and I was just not sure if it was safe Ms Makoviy told The World Tonight on BBC Radio 4. Packing their belongings under the sound of falling bombs and with little information available she said she wasn\t sure if we would come outside our house and be attacked by rockets. It was my biggest fear that Vira gets lost or that we become dead and she never finds out who she is or what family she is from Ms Makoviy said. IMAGE SOURCE SASHA MAKOVIY Image caption Sasha Makoviy holds her two year old daughter Vira at their home in Kyiv last Christmas Worried that her daughter might live but have no surviving family members Ms Makoviy hoped that at least Vira would one day be able to look up her mothers social media accounts to know what she looked like. I thought that she can find some information from the internet maybe find my account on Instagram - and maybe she could see her parents she said. Having finally reached the safety of France after a long escape through Moldova Romania and Belgium Ms Makoviy says she is mentally crushed. The war was so traumatic she says that simply walking outside is frightening because she mistakes stones for landmines. Vira is fine. She is too small to understand what is going on. She can feel something from me but she is too small to understand. I\m really happy about her age. Really happy. War in Ukraine: More coverage LIVE: Latest updates from Ukraine WAR CRIMES: Are atrocities part of a strategy? WATCH: Finding our parents in a warzone ANALYSIS: Why is Russia losing so many tanks? READ MORE: Full coverage of the crisis]
